word_id,level,surface,reading_kana,meaning_ko,jp,ko,naver_source_name,naver_example_id,query,score,meaning_hits,target_match,review_flags,source_url
w_38bfd57fb5c37228,N3,女子,じょし,"여자, 소녀, 여자아이",女子ホッケーチーム「A」が子どもたちを対象にホッケーを教えるクリニックがあった。,"여자하키팀 ""A""가 아이들을 대상으로 하키를 알려주는 클리닉이 있었다.",플리토,91b663bfadb34f73a4ae9f7ed0e37d12,女子 여자 소녀 여자아이,112,1,surface,우선 검수 출처,https://ja.dict.naver.com/#/search?query=%E5%A5%B3%E5%AD%90
w_38c39e1bf0cdc97c,N1,監督,かんとく,감독,A代表の監督を務める,A 대표 감독을 맡다,민중서림 엣센스 일한사전,c29c2b2ebb06473cafbaac1b99dcf098,監督 감독,129,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E7%9B%A3%E7%9D%A3
w_38c9c0e9cf84d685,N1,よみがえる,よみがえる,"되살아나다, 소생하다",昔の記憶が蘇る,옛 기억이 되살아나다,민중서림 엣센스 일한사전,f15c88c8277c45ab8dd82db91734645c,よみがえる 되살아나다 소생하다,171,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E3%82%88%E3%81%BF%E3%81%8C%E3%81%88%E3%82%8B
w_38ff51ccea9145d2,N1,騒然,そうぜん,"시끄러운 상태, 떠들썩한 모습",戦争のうわさで町中がにわかに騒然とする.,전쟁 소문으로 온 시내가 왁자그르르하다,민중서림 엣센스 한일사전,ae71a5c47ce34f5eaacb88f446cd5631,騒然,122,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E9%A8%92%E7%84%B6
w_391386c4147ce4af,N5,銀行,ぎんこう,은행,銀行の方に勤めている.,은행 계통에 근무하고 있다,민중서림 엣센스 한일사전,d937215f43f145ef82fc83294094841f,銀行,102,,,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E9%8A%80%E8%A1%8C
w_392f5e6a2191934f,N4,通る,とおる,"통과하다,지나가다",客が奥へ通る,손님이 안내되어 방으로 들어가다,민중서림 엣센스 일한사전,86672dee65c7402b8ed7d52f36ce6358,通る,97,,,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E9%80%9A%E3%82%8B
w_395b901e45fc4d16,N2,好調だ,こうちょうだ,"호조를보이다,순조롭다",最近はインターネットで品物を注文する人が多く、インターネットショッピング事業が好調だ。,요즘은 인터넷으로 물건을 주문하는 사람이 많아 인터넷 쇼핑 사업이 호조이다.,국립국어원 한국어-일본어 학습사전,174bc7ca5b784eeabccb296564e93fbb,好調だ 호조를보이다 순조롭다,102,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E5%A5%BD%E8%AA%BF%E3%81%A0
w_396a3a8e81b9bf77,N2,メニュー,メニュー,메뉴,右クリックで表示されるコンテクストメニューは、メニュー項目を追加して拡張できる,"오른쪽 클릭으로 표시되는 콘텍스트 메뉴는, 메뉴 항목을 추가하여 확장할 수 있다",민중서림 엣센스 일한사전,ab4ddf39012549cb9e91b410cfe380f1,メニュー 메뉴,134,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E3%83%A1%E3%83%8B%E3%83%A5%E3%83%BC
w_39a427c6dee763c4,N4,起きる,おきる,일어나다,6時半に起きる,여섯 시 반에 일어나다,민중서림 엣센스 일한사전,405a3197f9dd49ab902eae57ffe04a2a,起きる,97,,,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E8%B5%B7%E3%81%8D%E3%82%8B
w_39d38339c9c75b7b,N1,言論,げんろん,언론,言論の自由はこれを束縛しない.,언론의 자유는 이를 속박하지 않는다,민중서림 엣센스 한일사전,9000978d0ac248d3b1bf2eb99776519d,言論,102,,,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E8%A8%80%E8%AB%96
w_39d6e2a4488bd9a4,N4,台風,たいふう,태풍,台風の被害を免れる,태풍 피해를 면하다[입지 않다],민중서림 엣센스 일한사전,6d00f7873e3f49b8846a8fe24e5b4362,台風,97,,,일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E5%8F%B0%E9%A2%A8
w_39ec9ad92d0e9f08,N2,気を付ける,きをつける,"조심하다, 주의하다",発言に気を付けるよう注意した,발언에 조심하도록 주의를 주었다,민중서림 엣센스 일한사전,54f8fe297c8643239378e1564f810d8e,気を付ける 조심하다 주의하다,97,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E6%B0%97%E3%82%92%E4%BB%98%E3%81%91%E3%82%8B
w_39f3ac166f1b76ba,N1,安っぽい,やすっぽい,싸구려 같다,値が値だけにこの洋服は安っぽい,값이 값이니만큼 이 양복은 볼품이 없다,민중서림 엣센스 일한사전,8443a3a9197746c7b24fef3c1a2f7cfe,安っぽい,109,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E5%AE%89%E3%81%A3%E3%81%BD%E3%81%84
w_3ab16e565cd75205,N2,絶対に,ぜったいに,절대로,絶対に負けないと豪語する.,절대로 지지 않는다고 호언하다,민중서림 엣센스 한일사전,cf822924a57b4c1b8022de41ad68dbd2,絶対に 절대로,134,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E7%B5%B6%E5%AF%BE%E3%81%AB
w_3adbb5bf09e4b321,N3,届く,とどく,"닿다, 도착하다",手の届く近い距離にある.,손길이 닿는 가까운 거리에 있다,민중서림 엣센스 한일사전,65c767e83ab1425c809787e5d6a04707,届く,122,0,surface,한국어 뜻 직접 일치어 없음; 네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E5%B1%8A%E3%81%8F
w_3aea6276aa973919,N4,細かい,こまかい,"잘다,작다,세세하다",細かい点まで気を配る.,세세한 데까지 마음을 쓰다,민중서림 엣센스 한일사전,677d9a25d42240228312a80e1afb8f14,細かい,122,0,surface,한국어 뜻 직접 일치어 없음; 네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E7%B4%B0%E3%81%8B%E3%81%84
w_3b4224a4660d1da3,N1,政策,せいさく,정책,改革を政策の主軸とする.,개혁을 정책의 주축으로 삼다,민중서림 엣센스 한일사전,6a44749a45104da1a6d9c9fea02f6f48,政策 정책,134,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E6%94%BF%E7%AD%96
w_3b4756b9ec416347,N2,謙遜,けんそん,"겸양, 겸손",謙遜がなければ、権力とは危険なものとなる。,"겸손이 없으면 권력은 위험하다. (서양속담, 겸손속담)",명언/속담,5335a470e6964291b8169fd0401d3ac6,謙遜 겸양 겸손,132,1,surface,우선 검수 출처,https://ja.dict.naver.com/#/search?query=%E8%AC%99%E9%81%9C
w_3b7bb6f69b70efcf,N2,慣れる,なれる,"적응되다,익숙하다",土地の風土に慣れる.,그 고장의 풍토에 익숙해지다,민중서림 엣센스 한일사전,4cb848c7df38447f8cc09fe544ee7ca4,慣れる,122,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E6%85%A3%E3%82%8C%E3%82%8B
w_3bbc70297217f43c,N1,得点,とくてん,"득점, 점수",彼女は15得点、11リバウンドでダブルダブルを達成した,"그녀는 15득점, 11리바운드로 더블더블을 달성했다",민중서림 엣센스 일한사전,8bdcfdb8aa3c41a6bc86c89ac0592ea0,得点,102,,,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E5%BE%97%E7%82%B9
w_3bce37918e20b696,N3,型,かた,"틀, 유형, 모델",この型はもう廃れた.,이 형(型)은 이미 한물 지났다,민중서림 엣센스 한일사전,07c19d1c4b9c4dbfab635c1ccb010465,型,122,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E5%9E%8B
w_3bd8001bb85b0c71,N3,にぎる,にぎる,움켜쥐다,政権を握っている.,정권을 움켜쥐고 있다,민중서림 엣센스 한일사전,13b48e54f10541c894780133edea7a82,にぎる 움켜쥐다,60,0,stem,한국어 뜻 직접 일치어 없음; 활용 어간으로만 목표어 확인; 자동 선택 점수 80 미만,https://ja.dict.naver.com/#/search?query=%E3%81%AB%E3%81%8E%E3%82%8B
w_3c328157edaee908,N5,花,はな,꽃,仏前に花[香華]を手向ける,불전에 꽃[향과 꽃]을 바치다.,민중서림 엣센스 일한사전,1c6fd31b53904b24b821f087234bdc21,花 꽃,159,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E8%8A%B1
w_3c507e90c1eba787,N3,制限,せいげん,제한,広告IDを利用した広告を制限する,광고 ID를 이용한 광고를 제한하다,민중서림 엣센스 일한사전,94c25cf3dba2425b878db70ea916847c,制限 제한,129,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E5%88%B6%E9%99%90
w_3c8a052098392b1a,N5,おりる,おりる,내리다,夜の帳が下りる,밤의 장막이 내리다; 날이 어두워지다,민중서림 엣센스 일한사전,4d255c5fdbb04602ae0c57ed674c4c8d,おりる 내리다,171,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E3%81%8A%E3%82%8A%E3%82%8B
w_3c9e0c4d130ffe55,N5,かかる,かかる,"(시간·비용이) 들다, 걸리다",気に掛かる,마음에 걸리다; 걱정이 되다,민중서림 엣센스 일한사전,92fa04b3d0c24a709c9f0b2c11cf31c5,かかる,47,,,자동 선택 점수 80 미만,https://ja.dict.naver.com/#/search?query=%E3%81%8B%E3%81%8B%E3%82%8B
w_3ce4c77f325afe15,N1,調達する,ちょうたつする,조달하다,クリプトカレンシーの売却を通じて資金を調達する,암호 통화 매각으로 자금을 조달하다,민중서림 엣센스 일한사전,94496bfc916142088c13e4435257e527,調達する 조달하다,129,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E8%AA%BF%E9%81%94%E3%81%99%E3%82%8B
w_3cf0e4c9fa08b8de,N3,額,がく,금액; 액자,絵を額に収める.,그림을 액자에 끼워 넣다,민중서림 엣센스 한일사전,74a22583984247adb90ba9924b3396a3,額 금액 액자,134,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E9%A1%8D
w_3cf40d8a4082b925,N1,ぼやく,ぼやく,투덜대다,安い給料をぼやく,급료가 적은 것을 불평하다,민중서림 엣센스 일한사전,3402ff03931b4204b2b6115952efa94e,ぼやく,109,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E3%81%BC%E3%82%84%E3%81%8F
w_3d222fef5a12ef13,N3,勇気,ゆうき,용기,勇気ある行為を称える,용기 있는 행위를 칭송하다,민중서림 엣센스 일한사전,d99d80aa31034b3ab85e0ebe387d15e2,勇気 용기,129,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E5%8B%87%E6%B0%97
w_3dac687712e088b4,N2,無地,むじ,"무지, 민무늬",ＣＧディレクターによると，人物だけブルー・バックと呼ばれる無地の布の前で撮影する,컴퓨터 그래픽 디렉터에 의하면 인물만을 블루 백이라고 불리는 무지의 천 앞에서 촬영한다.,민중서림 엣센스 외래어사전,bca93b49dd9a4726af409fd68f4fadb2,無地 무지 민무늬,134,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E7%84%A1%E5%9C%B0
w_3ddce52a2caa733a,N5,みち,みち,길,道なき道を踏み分けて進んだ.,길도 나 있지 않은 곳을 헤치고 나아갔다,민중서림 엣센스 한일사전,5101c63c05a54543b05f55c96d038cdc,みち 길,164,0,surface,한국어 뜻 직접 일치어 없음; 네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E3%81%BF%E3%81%A1
w_3e5e6eaf9f8c6123,N1,隣接,りんせつ,인접,隣接する両町の住民が協力する,인접한 두 町의 주민이 협력하다,민중서림 엣센스 일한사전,cf8a1b582be44fe5bf1c6652af811781,隣接 인접,129,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E9%9A%A3%E6%8E%A5
w_3e81e925549791a4,N4,変わる,かわる,"바꾸다, 변하다, 변형되다, 다양하다",気候が変わると植生も変わる,기후가 변하면 식생도 변한다.,민중서림 엣센스 일한사전,ce1c63cbd81d44a1b0ea874d7010e1b8,変わる,117,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E5%A4%89%E3%82%8F%E3%82%8B
w_3ed4b9077217e5e1,N2,広さ,ひろさ,넓이,火傷が軽いか重いかは火傷の深さと広さで決まる,화상의 경중(輕重)은 화상의 깊이와 넓이로 결정된다,민중서림 엣센스 일한사전,ea64bd8c9c62431eabf78f62b92a911c,広さ 넓이,129,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E5%BA%83%E3%81%95
w_3ed6307dd0dc024f,N2,部品,ぶひん,부품,組み立て部品を製造している,조립 부품을 제조하고 있다,민중서림 엣센스 일한사전,184d2c4e8b8a4f248e5d6462b0c79c53,部品 부품,129,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E9%83%A8%E5%93%81
w_3ee09f596d4c7b39,N2,郡,ぐん,군(행정구역),昔そこは郡庁だったんだよ,옛날에 그곳은 군청이더니라,민중서림 엣센스 한일사전,e25a85a8af61401fa4d624c553aabc58,郡,109,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E9%83%A1
w_3f031ca942fa7e3c,N1,待ち合わせ,まちあわせ,(약속하여) 만남,待ち合わせの場所に，黒いスポーツ・カーで現れた,만나기로 한 장소에 검은 스포츠카로 나타났다.,민중서림 엣센스 외래어사전,7d709a382e024f8fbdfdc0cf3f2c06c2,待ち合わせ,122,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E5%BE%85%E3%81%A1%E5%90%88%E3%82%8F%E3%81%9B
w_3f0d94bd6e140ba3,N2,作成,さくせい,작성,作成した文書を右寄せする,작성한 문서를 오른쪽 맞춤하다,민중서림 엣센스 일한사전,db1c71016c83469aadf3e8fabac8c2b4,作成 작성,129,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E4%BD%9C%E6%88%90
w_3f508f4b79e75367,N2,地名,ちめい,지명,神話に因む地名が残っている,신화와 연관되는 지명이 남아 있다,민중서림 엣센스 일한사전,dbd9957cdb31466c95bd1c76ad9c2cf5,地名 지명,129,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E5%9C%B0%E5%90%8D
w_3f5f8950779c095c,N5,せんたくする,せんたくする,세탁하다,着物の縫い目をほどいて洗濯する.,옷의 솔기를 뜯어서 빨다,민중서림 엣센스 한일사전,65c7bada27184fb8b63ab25fb264699b,せんたくする 세탁하다,122,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E3%81%9B%E3%82%93%E3%81%9F%E3%81%8F%E3%81%99%E3%82%8B
w_3f7247bd3bb94359,N5,ぎんこう,ぎんこう,은행,銀行の方に勤めている.,은행 계통에 근무하고 있다,민중서림 엣센스 한일사전,d937215f43f145ef82fc83294094841f,ぎんこう 은행,176,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E3%81%8E%E3%82%93%E3%81%93%E3%81%86
w_3fb0a2ae1a74d3cc,N2,糊,のり,풀(접착제),着物の糊を薄める.,옷의 풀을 죽이다,민중서림 엣센스 한일사전,402f50a2b9aa46aa828d0c56073b90ed,糊 풀 접착제,122,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E7%B3%8A
w_3fb79a05ecdeb8e2,N1,勇敢に,ゆうかんに,용감하게,どんな犬も、自分の家の入り口のところでは勇敢に振舞える。,"모든 개는 제집 문 앞에서 용감하다. (서양속담, 겸손속담)",명언/속담,76abd42c8ce547db91b4cbd3159e0c6b,勇敢に 용감하게,120,0,surface,한국어 뜻 직접 일치어 없음; 우선 검수 출처; 네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E5%8B%87%E6%95%A2%E3%81%AB
w_4023d92b9a5c4baa,N3,回復,かいふく,"회복, 복구",人は物よりもはるかに多く回復し、復活し、生き返り、再生し、報われることが必要なのです。誰も決して見捨ててはなりません。 (オードリー・ヘプバーン),"물건들보다는 사람들이야말로 상처로부터 복구되어야 하며 낡은 것으로부터 새로워져야 하고 병으로부터 회복되어야 하며 무지함으로부터 교화되어야 하고 고통으로부터 구원받아야 한다. 결코 누구도 버려서는 안 된다. (오드리 햅번, 인생명언)",명언/속담,0ee989fb26044bf3ac0d523639800fb0,回復 회복 복구,136,2,surface,우선 검수 출처,https://ja.dict.naver.com/#/search?query=%E5%9B%9E%E5%BE%A9
w_4030e30a977d39b6,N1,選挙に出る,せんきょにでる,선거에 나가다,イ:キム元長官が今回の総選挙に出るのは事実だろうか。,가: 김 전 장관이 이번 총선에 나온다는 게 사실일까?,국립국어원 한국어-일본어 학습사전,3b957f9a8f954a52b4b15f74c0145b57,選挙に出る,86,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E9%81%B8%E6%8C%99%E3%81%AB%E5%87%BA%E3%82%8B
w_403a2b956d0a226d,N1,潮,しお,"조수, 밀물 썰물",潮は月の引力による.,조수는 달의 인력에 기인한다,민중서림 엣센스 한일사전,fa9c3ed27114451dbd2480a6567e91d9,潮,102,,,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E6%BD%AE
w_404087c42d32bfb2,N3,協議,きょうぎ,협의,協議の末、合意に達した,협의 끝에 합의에 도달했다,민중서림 엣센스 일한사전,bc0dcf82c42949febe702f48c761bf49,協議 협의,134,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E5%8D%94%E8%AD%B0
w_40a370857d95e22e,N3,まずしい,まずしい,가난하다,欲張りは常に貧しい。,"구두쇠는 언제나 가난하다. (그리스속담, 돈속담)",명언/속담,0ac45616408e4bde8ce6aaf83e8fd47e,まずしい 가난하다,166,1,surface,우선 검수 출처,https://ja.dict.naver.com/#/search?query=%E3%81%BE%E3%81%9A%E3%81%97%E3%81%84
w_40bbce70edec5cdb,N1,手軽,てがる,"쉬운, 단순한",新入社員たちは手軽に処理できる比較的に容易い業務を任された。,신입 사원들은 가벼이 처리할 수 있는 비교적 쉬운 업무를 맡았다.,국립국어원 한국어-일본어 학습사전,15087bd9718743c2923d0a71464c2c5c,手軽 쉬운 단순한,74,1,surface,자동 선택 점수 80 미만,https://ja.dict.naver.com/#/search?query=%E6%89%8B%E8%BB%BD
w_40edb7b35e2a9556,N1,養護,ようご,"양호, 보호",養護教諭は、保健室に置かなければならない薬を確認した。,양호 교사는 양호실에 두어야 할 약들을 확인했다.,국립국어원 한국어-일본어 학습사전,78b3b0dfd8c64728b3796d04a5e163c5,養護 양호 보호,74,1,surface,자동 선택 점수 80 미만,https://ja.dict.naver.com/#/search?query=%E9%A4%8A%E8%AD%B7
w_410160033c0799ae,N3,応募,おうぼ,응모,知人の推薦で応募しました。,지인의 추천으로 지원하게 되었어요. (직장>구직>지원),글로벌회화,9a9759fee08141a5a727dc07237d9c74,応募,100,,,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E5%BF%9C%E5%8B%9F
w_41251cda052c6ddc,N3,大量,たいりょう,대량,地元で大量に得票する.,출신 지역에서 대량 득표를 하다,민중서림 엣센스 한일사전,020db5f5f7be4e81b3d076a6407c3852,大量 대량,134,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E5%A4%A7%E9%87%8F
w_416fe10aba191688,N1,パチンコ,パチンコ,파칭코,（パチンコ）台に使われているプラスチック盤を細かく砕き，ハンガーやバケツに再生することができる,(빠찡꼬) 대로 쓰이고 있는 플라스틱 판을 잘게 부수어 옷걸이나 버킷으로 재생할 수 있다.,민중서림 엣센스 외래어사전,64d45319c6594710afb8513f1a47f8b4,パチンコ,122,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E3%83%91%E3%83%81%E3%83%B3%E3%82%B3
w_4189ba95c1987ee9,N1,人体,じんたい,인체,人体に有益な野菜をとらなければならない.,인체에 유익한 야채를 섭취해야 한다,민중서림 엣센스 한일사전,49e9b30923454cf886d5b03c26b896d3,人体 인체,134,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E4%BA%BA%E4%BD%93
w_41a731451248d09c,N1,蜂蜜,はちみつ,꿀,蜂は蜂蜜を作ることと刺すことを同時にはできない。,"벌은 꿀을 만들면서 동시에 침을 쏠 수는 없다. (서양속담, 지혜속담)",명언/속담,408d012e261f4b3182a9badaf190e565,蜂蜜 꿀,120,0,surface,한국어 뜻 직접 일치어 없음; 우선 검수 출처,https://ja.dict.naver.com/#/search?query=%E8%9C%82%E8%9C%9C
w_41aca0c015c1811d,N2,青白い,あおじろい,"창백한, 옅은",青白い顔にほっそりした体つき.,해쓱한 얼굴에 가녀린 몸매,민중서림 엣센스 한일사전,955e2bb8c2d341f990cc45947b83ae60,青白い,114,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E9%9D%92%E7%99%BD%E3%81%84
w_41f80514da34307e,N2,呼び掛ける,よびかける,"호소하다, 말을 걸다",各地の駅前などで，キャンペーン・レディーが市民に投票を呼び掛ける,각지의 역전 등에서 여성 선전대원이 시민에게 투표를 호소한다.,민중서림 엣센스 외래어사전,654b50b0ee8f4f119fc5f2cb8dac1be4,呼び掛ける,122,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E5%91%BC%E3%81%B3%E6%8E%9B%E3%81%91%E3%82%8B
w_422094ff0a79b584,N3,付く,つく,"붙다, 달리다",目に付く所に広告を張る.,눈에 띄는 곳에 광고를 붙이다,민중서림 엣센스 한일사전,ad90f2a307474c718e475915325152e3,付く,122,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E4%BB%98%E3%81%8F
w_426a6ad568579abe,N5,ピアノ,ピアノ,피아노,一流のピアノの先生に就ける.,일류 피아노 선생님께 가르침을 받게 하다,민중서림 엣센스 한일사전,0e74ee3b562043759b75e84c4f303a1f,ピアノ 피아노,134,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E3%83%94%E3%82%A2%E3%83%8E
w_42d9aaff2ae0c5bb,N4,火,ひ,불,火鉢の火を埋ける,화로의 불을 재에 묻다.,민중서림 엣센스 일한사전,89d733db954f49f1902eeaee3d1df95f,火 불,117,0,surface,한국어 뜻 직접 일치어 없음,https://ja.dict.naver.com/#/search?query=%E7%81%AB
w_42ff827a6a6ee5a4,N1,出血,しゅっけつ,출혈,味方の多少の出血はやむを得ない.,아군의 다소의 출혈은 부득이하다,민중서림 엣센스 한일사전,9180277e84d2436ba46b68386f8388a4,出血 출혈,134,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E5%87%BA%E8%A1%80
w_4310d03f373931d1,N3,前後,ぜんご,"전후, 앞뒤",前後の文脈から意味を判断する.,전후 문맥으로 뜻을 판단하다,민중서림 엣센스 한일사전,81fccd1439e24b05b34e5d88936a332c,前後 전후 앞뒤,134,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E5%89%8D%E5%BE%8C
w_432f26e9704d0a8b,N3,ぜったいに,ぜったいに,절대로,絶対に負けないと豪語する.,절대로 지지 않는다고 호언하다,민중서림 엣센스 한일사전,cf822924a57b4c1b8022de41ad68dbd2,ぜったいに 절대로,176,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E3%81%9C%E3%81%A3%E3%81%9F%E3%81%84%E3%81%AB
w_4358ae52c7f1b4d8,N3,若い,わかい,젋다,老人は若い頃の話を過去時制で語った。,노인은 젋은 시절의 이야기를 과거 시제로 말했다.,국립국어원 한국어-일본어 학습사전,06334c8558534da6bfe1a50def8e5164,若い 젋다,62,0,surface,한국어 뜻 직접 일치어 없음; 자동 선택 점수 80 미만,https://ja.dict.naver.com/#/search?query=%E8%8B%A5%E3%81%84
w_43832edeed9e8d99,N3,奥,おく,"안쪽, 내부, 안쪽 부분",客が奥へ通る,손님이 안내되어 방으로 들어가다,민중서림 엣센스 일한사전,86672dee65c7402b8ed7d52f36ce6358,奥,117,0,surface,한국어 뜻 직접 일치어 없음; 네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E5%A5%A5
w_43862bf95fbf02dd,N3,身体,しんたい,몸,友情？友情というのは、二つの身体に宿る一つの心である。,"친구? 두 개의 몸에 거주하는 하나의 영혼. (그리스속담, 친구속담)",명언/속담,cda065c0110b46ca84a714433a593fba,身体 몸,120,0,surface,한국어 뜻 직접 일치어 없음; 우선 검수 출처,https://ja.dict.naver.com/#/search?query=%E8%BA%AB%E4%BD%93
w_438b4e3738285666,N1,改良,かいりょう,"개선, 개혁",新しいことをするときに、過ちを犯すことがある。なるべく早くそれを認め、ほかの新たなことの改良へと取りかかるのです。(スティーブ・ジョブズ),"가끔은 혁신을 추구하다 실수할 때도 있습니다. 하지만 빨리 인정하고 다른 혁신을 개선해 나가는 것이 최선입니다. (스티브 잡스, 실패명언)",명언/속담,fe3105920f894858baec64d75565af95,改良 개선 개혁,124,1,surface,우선 검수 출처,https://ja.dict.naver.com/#/search?query=%E6%94%B9%E8%89%AF
w_439fc60ecf8733fc,N3,巨大,きょだい,"거대한, 막대한",アカンサスは巨大な花だ。…垂直に伸びる花穂は野球バットぐらいの大きさがある。,아칸서스는 거대한 꽃이다. …수직으로 뻗은 화수는 야구 방망이만 한 크기이다.,민중서림 엣센스 외래어사전,804c447f2e4b4cc5a1adf08188ca2614,巨大 거대한 막대한,134,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E5%B7%A8%E5%A4%A7
w_43add0a32da69d49,N1,抜粋,ばっすい,발췌,書籍の一部を抜粋して引用する,서적의 일부를 발췌하여 인용하다,민중서림 엣센스 일한사전,f0a3683b32c842bfb4f21e5d8a078c29,抜粋 발췌,129,1,surface,네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E6%8A%9C%E7%B2%8B
w_43bd10828a16e822,N2,真っ黒,まっくろ,새까맣다,真っ黒な煙を吐いて走る.,시꺼먼 연기를 내뿜고 달리다,민중서림 엣센스 한일사전,cef82a3c3e1348a69213e1cd926c6004,真っ黒,144,0,surface,한국어 뜻 직접 일치어 없음; 네이버 예문 ID 중복; 일본어 예문 문장 중복,https://ja.dict.naver.com/#/search?query=%E7%9C%9F%E3%81%A3%E9%BB%92
