id,level,surface,reading_kana,furigana,meaning_ko,part_of_speech,card_type,example_jp,example_ko,example_jp_id,example_jp_author,example_ko_id,example_ko_author,example_license,alt_forms,disambig,source,qa_status,deprecated,tags,data_version,frequency,reading_chapter,deprecated_reason,superseded_by
w_9a383d9657d65488,N5,作文,さくぶん,さくぶん,작문,noun,A,生徒の作文を補綴する.,학생의 작문을 보필하다,,NAVER 일본어사전 · 민중서림 엣센스 한일사전,,,owner-confirmed-cleared,,,kaggle:robinpourtaud/jlpt-words-by-level;orthography-backfill,verified,0,"[""draft-ko-missing"",""orthography-backfill""]",2,3.650,7,,
w_72e7af00c727acea,N5,明後日,あさって,あさって,모레,noun,A,明日が何なら、明後日でも結構です,내일이 뭣하면 모레라도 좋습니다,,NAVER 일본어사전 · 교학사 일한사전,,,owner-confirmed-cleared,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,3.650,7,,
w_08414fa5796dc2f4,N5,一昨日,おととい,おととい,그저께,noun,A,イ：社長、実は一昨日、今日までに翻訳をしてほしいとのお願いがありました。,"가: 사장님, 사실은 그저께 오늘까지 번역을 해 달라는 부탁이 있었습니다.",,NAVER 일본어사전 · 국립국어원 한국어-일본어 학습사전,,,owner-confirmed-cleared,"[""おととい""]",,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement"",""orthography-duplicate-merged""]",2,3.640,7,,
w_85f9dd6060389151,N5,丈夫,じょうぶ,じょうぶ,튼튼함,noun,A,彼は丈夫なたちだ,그는 강건한 체질이다,,NAVER 일본어사전 · 민중서림 엣센스 일한사전,,,owner-confirmed-cleared,"[""じょうぶ""]",,pdf:pass_n5,verified,0,"[""freq-core"",""pdf-core"",""pdf-new"",""orthography-normalized""]",2,3.630,7,,
w_728f59d1c6f9c5f4,N5,履く,はく,はく,"(바지를) 입다, (신발·양말을) 신다",verb,B,出かける前に靴を履きます。,외출하기 전에 신발을 신습니다.,,AshitaKanji 편집 예문,,,self,"[""はく"",""穿く""]",,pdf:pass_n5,verified,0,"[""freq-core"",""pdf-core"",""pdf-new"",""orthography-normalized"",""headword-full-audit-normalized""]",2,3.600,7,,
w_17c2769bec0dd3c4,N5,泳ぐ,およぐ,およぐ,헤엄치다,verb,B,金魚がゆらりと泳ぐ.,금붕어가 천천히 헤엄치다,,NAVER 일본어사전 · 민중서림 엣센스 한일사전,,,owner-confirmed-cleared,"[""およぐ""]",,pdf:pass_n5,verified,0,"[""freq-core"",""pdf-core"",""pdf-new"",""orthography-normalized""]",2,3.550,7,,
w_3850f53c9864fb42,N5,ボールペン,ボールペン,ボールペン,볼펜,noun,D,ペンと言ったところでボールペンしかない.,펜이랬자 볼펜밖에 없다,,NAVER 일본어사전 · 민중서림 엣센스 한일사전,,,owner-confirmed-cleared,,,pdf:pass_n5,verified,0,"[""freq-core"",""pdf-core"",""pdf-new""]",2,3.520,7,,
w_de109ade477aaf3c,N5,賑やか,にぎやか,にぎやか,"번화함, 떠들썩함",adjective,B,この町は夜も賑やかです。,이 도시는 밤에도 활기찹니다.,,AshitaKanji 편집 예문,,,self,"[""にぎやかです"",""賑やかです""]",,pdf:pass_n5,verified,0,"[""freq-core"",""pdf-core"",""pdf-new"",""orthography-normalized"",""phrase-form-normalized""]",2,3.490,7,,
w_2e349e2b0bfb1818,N5,ストーブ,ストーブ,ストーブ,"스토브, 난로",noun,D,ストーブにやかんを掛ける,스토브[난로]에 주전자를 올려놓다,,NAVER 일본어사전 · 민중서림 엣센스 일한사전,,,owner-confirmed-cleared,,,pdf:pass_n5,verified,0,"[""backfill-replacement"",""assistant-ko-reviewed"",""freq-core"",""pdf-core"",""pdf-matched""]",2,3.480,7,,
w_f633b5d4edaf65e3,N5,交番,こうばん,こうばん,파출소,noun,A,この交番は広い区域を管轄している.,이 파출소는 넓은 구역을 관할하고 있다,,NAVER 일본어사전 · 민중서림 엣센스 한일사전,,,owner-confirmed-cleared,,,kaggle:robinpourtaud/jlpt-words-by-level;orthography-backfill,verified,0,"[""draft-ko-missing"",""orthography-backfill""]",2,3.480,7,,
w_7c2fb518a9047447,N5,一昨年,おととし,おととし,재작년,noun,A,明けておととしの春.,해가 바뀌어 그러께 봄,,NAVER 일본어사전 · 민중서림 엣센스 한일사전,,,owner-confirmed-cleared,"[""おととし""]",,pdf:pass_n5,verified,0,"[""draft-ko-missing"",""freq-core"",""pdf-core"",""pdf-matched"",""orthography-normalized""]",2,3.470,7,,
w_ec22964b582524d4,N5,四月,しがつ,しがつ,4월,noun,A,賃上げは四月に遡る.,임금 인상은 4월로 소급해서 실시한다,,NAVER 일본어사전 · 민중서림 엣센스 한일사전,,,owner-confirmed-cleared,,,pdf:pass_n5,verified,0,"[""freq-core"",""pdf-core"",""pdf-new""]",2,3.450,7,,
w_4dd0a16ccf0be360,N5,不味い,まずい,まずい,맛없다,adjective,B,魚の焼き直しはまずい.,다시 구운 생선은 맛없다,,NAVER 일본어사전 · 민중서림 엣센스 한일사전,,,owner-confirmed-cleared,"[""まずい""]",,pdf:pass_n5,verified,0,"[""freq-core"",""pdf-core"",""pdf-new"",""orthography-normalized""]",2,3.440,7,,
w_25d246fcafff391e,N5,お手洗い,おてあらい,おてあらい,화장실,noun,B,お手洗いのタオルを使い捨てのペーパータオルに変更する,화장실 수건을 일회용 종이 타월로 바꾸다,,NAVER 일본어사전 · 민중서림 엣센스 일한사전,,,owner-confirmed-cleared,"[""おてあらい""]",,pdf:pass_n5,verified,0,"[""freq-core"",""pdf-core"",""pdf-new"",""orthography-normalized""]",2,3.430,7,,
w_7be0da7ae0c0dfbd,N5,出掛ける,でかける,でかける,외출하다,verb,B,出掛ける支度をする.,나들이 준비를 하다,,NAVER 일본어사전 · 민중서림 엣센스 한일사전,,,owner-confirmed-cleared,"[""でかける""]",,pdf:pass_n5,verified,0,"[""freq-core"",""pdf-core"",""pdf-new"",""orthography-normalized""]",2,3.420,7,,
w_6d28963c45f76f38,N5,在る,ある,ある,"있다, 존재하다, 가지다",verb,B,目と鼻の先に在る,엎드러지면 코 닿을 데에 있다,,NAVER 일본어사전 · 민중서림 엣센스 일한사전,,,owner-confirmed-cleared,有る,,kaggle:robinpourtaud/jlpt-words-by-level;orthography-backfill,verified,0,"[""ko-reviewed"",""orthography-backfill""]",2,3.380,7,,
w_83c36d0b9febe099,N5,御飯,ごはん,ごはん,"밥, 식사",noun,A,御飯と新鮮な卵さえあれば玉子掛けごはんは簡単にできます。,밥과 신선한 달걀만 있으면 타마고카케고항은 쉽게 만들 수 있습니다.,,NAVER 일본어사전 · 연세대학교 한국어학당 국가별 대표음식,,,owner-confirmed-cleared,,,kaggle:robinpourtaud/jlpt-words-by-level;orthography-backfill,verified,0,"[""draft-ko-missing"",""orthography-backfill""]",2,3.350,7,,
w_dd5441408bb2d6e5,N5,五つ,いつつ,いつつ,"다섯, 다섯 개",numeral,B,大きく五つに分けられる,크게 다섯 개로 나뉜다,,NAVER 일본어사전 · 민중서림 엣센스 일한사전,,,owner-confirmed-cleared,"[""いつつ""]",,pdf:pass_n5,verified,0,"[""freq-core"",""pdf-core"",""pdf-new"",""orthography-normalized""]",2,3.280,7,,
w_fa949ea235fc38a2,N5,家内,かない,かない,아내,noun,A,家内を店のレジに座らせる.,아내를 가게의 계산대에 내앉히다,,NAVER 일본어사전 · 민중서림 엣센스 한일사전,,,owner-confirmed-cleared,"[""かない""]",,pdf:pass_n5,verified,0,"[""freq-core"",""pdf-core"",""pdf-new"",""orthography-normalized""]",2,3.250,7,,
w_69c992c9db76a823,N5,叔父さん,おじさん,おじさん,부모보다 나이가 어린 삼촌; 아저씨,noun,B,イ：ジス、今日は伯父さんの家に挨拶に行ったから、明日は叔父さんの家に行こう。,"가: 지수야, 오늘은 큰집에 인사를 드렸으니 내일은 작은집에 가자.",,NAVER 일본어사전 · 국립국어원 한국어-일본어 학습사전,,,owner-confirmed-cleared,伯父さん,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement"",""meaning-disambiguated""]",2,3.170,7,,
w_40998838c1d8464a,N5,差す,さす,さす,"펴다, 꽂다, 비치다",verb,B,気が差す,마음이 꺼림칙하다; 마음에 걸려 불안하다,,NAVER 일본어사전 · 민중서림 엣센스 일한사전,,,owner-confirmed-cleared,,,kaggle:robinpourtaud/jlpt-words-by-level;orthography-backfill,verified,0,"[""draft-ko-missing"",""orthography-backfill""]",2,3.170,7,,
w_d66b673684779f0c,N5,花瓶,かびん,かびん,꽃병,noun,A,花瓶いっぱい菊を生ける.,꽃병 가득히 국화를 꽂다,,NAVER 일본어사전 · 민중서림 엣센스 한일사전,,,owner-confirmed-cleared,,,kaggle:robinpourtaud/jlpt-words-by-level;orthography-backfill,verified,0,"[""draft-ko-missing"",""orthography-backfill""]",2,3.140,7,,
w_45d4918dd7c4f3ee,N5,七月,しちがつ,しちがつ,7월,noun,A,日本アジア航空は七月からファースト・クラスを廃止する,일본 아시아 항공은 7월부터 1등석을 폐지한다.,,NAVER 일본어사전 · 민중서림 엣센스 외래어사전,,,owner-confirmed-cleared,,,pdf:pass_n5,verified,0,"[""freq-core"",""pdf-core"",""pdf-new""]",2,3.070,7,,
w_95504292f83e24e8,N5,閉まる,しまる,しまる,닫히다,verb,B,窓ががちゃりと閉まる.,창문이 덜커덕 닫히다,,NAVER 일본어사전 · 민중서림 엣센스 한일사전,,,owner-confirmed-cleared,,,kaggle:robinpourtaud/jlpt-words-by-level;orthography-backfill,verified,0,"[""backfill-replacement"",""assistant-ko-reviewed"",""orthography-backfill""]",2,3.050,7,,
w_bfd7b53f174d103d,N5,再来年,さらいねん,さらいねん,내후년,noun,A,来年か再来年に結婚するつもりです.,내년이나 내후년에 결혼할 예정입니다,,NAVER 일본어사전 · 민중서림 엣센스 한일사전,,,owner-confirmed-cleared,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""manual-reviewed-retain"",""pdf-supplement""]",2,2.810,7,,
w_946af014ad2b6ee1,N5,ご馳走様,ごちそうさま,ごちそうさま,잘 먹었습니다,interjection,B,ロ：はい、ごちそうさまでした。,"나: 네, 잘 먹었습니다.",,NAVER 일본어사전 · 국립국어원 한국어-일본어 학습사전,,,owner-confirmed-cleared,"[""ごちそうさま""]",,pdf:pass_n5,verified,0,"[""ko-reviewed"",""freq-core"",""pdf-core"",""pdf-matched"",""orthography-normalized""]",2,2.610,7,,
w_36d22dc998793dad,N5,曇る,くもる,くもる,흐리다,verb,B,父が重態と聞いて顔が曇る.,아버지가 중태라는 말을 듣고 얼굴빛이 어두워지다,,NAVER 일본어사전 · 민중서림 엣센스 한일사전,,,owner-confirmed-cleared,,,kaggle:robinpourtaud/jlpt-words-by-level;orthography-backfill;pdf:pass_n1,verified,0,"[""draft-ko-missing"",""orthography-backfill"",""phrase-explanatory-source""]",2,2.500,7,,
w_825bad35884b199b,N5,直ぐに,すぐに,すぐに,"곧, 바로",adverb,B,溺者を発見したら直ぐに救助するのが最も大切である,물에 빠진 사람을 발견했다면 바로 구조하는 것이 가장 중요하다,,NAVER 일본어사전 · 민중서림 엣센스 일한사전,,,owner-confirmed-cleared,"[""すぐに""]",,pdf:pass_n5,verified,0,"[""backfill-replacement"",""assistant-ko-reviewed"",""freq-core"",""pdf-core"",""pdf-matched"",""orthography-normalized""]",2,2.410,7,,
w_c7b00b150becd680,N4,日,ひ,ひ,"태양, 햇빛, 날, 하루",noun,A,"健康が日がたてばたつほど[日に日に, 日増しに]悪くなる",건강이 날이 갈수록 나빠지다,,NAVER 일본어사전 · 민중서림 엣센스 한일사전,,,owner-confirmed-cleared,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,6.380,1,,
w_3b1d4d16818bbe2d,N4,月,つき,つき,달,noun,A,1月5千円です。,한 달에 오천 엔이에요. (편의시설>부동산>흥정),,NAVER 일본어사전 · 글로벌회화,,,owner-confirmed-cleared,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,6.190,1,,
w_0f95b36b3f674661,N4,自分,じぶん,じぶん,"자기, 자신",pronoun,A,"自分の計略に自分がはまる; 策士, 策におぼれる.",제 꾀에 제가 넘어간다,,NAVER 일본어사전 · 민중서림 엣센스 한일사전,,,owner-confirmed-cleared,,,pdf:pass_n4,verified,0,"[""backfill-replacement"",""assistant-ko-reviewed"",""freq-core"",""pdf-core"",""pdf-matched""]",2,6.010,1,,
w_26e38968134aeb56,N4,気,き,き,"정신, 기운, 기분, 분위기",noun,A,気が気でない,(걱정이 되어) 안절부절못하다; 제정신이 아니다,,NAVER 일본어사전 · 민중서림 엣센스 일한사전,,,owner-confirmed-cleared,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.960,1,,
w_733d47f14cb535a0,N4,事,こと,こと,"일, 것",noun,A,言う事とする事が裏腹だ,말과 하는 짓이 정반대다,,NAVER 일본어사전 · 민중서림 엣센스 일한사전,,,owner-confirmed-cleared,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.880,1,,
w_6238481ea0a51afc,N4,思う,おもう,おもう,"생각하다, 느끼다",verb,B,"我思う,故に我あり.","나는 생각한다, 고로 나는 존재한다",,NAVER 일본어사전 · 민중서림 엣센스 한일사전,,,owner-confirmed-cleared,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.860,1,,
w_be676aa82c6cb605,N4,必要,ひつよう,ひつよう,필요한,adjective,A,必要に迫られる,필요에 쫓기다; 꼭 필요해지다,,NAVER 일본어사전 · 민중서림 엣센스 일한사전,,,owner-confirmed-cleared,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.730,1,,
w_04fa2481da65dedd,N4,世界,せかい,せかい,세계,noun,A,他[世界]に類を見ない,타[세계]에 유례를 볼 수 없다,,NAVER 일본어사전 · 민중서림 엣센스 일한사전,,,owner-confirmed-cleared,,,pdf:pass_n4,verified,0,"[""draft-ko-missing"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.710,1,,
w_a2d0ec99952a034a,N4,仕事,しごと,しごと,"일, 업무",noun,A,この仕事は強い,이 일은 힘이 든다,,NAVER 일본어사전 · 민중서림 엣센스 일한사전,,,owner-confirmed-cleared,,,pdf:pass_n4,verified,0,"[""draft-ko-missing"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.680,1,,
w_c2ab2560b6e5692b,N4,市,し,し,도시,noun,A,市の当局は都市の外れに乱立した小屋の集落を整備する計画を発表した。,시 당국은 도시 변두리 지역에 난립한 판자촌을 정비할 계획을 발표하였다.,,NAVER 일본어사전 · 국립국어원 한국어-일본어 학습사전,,,owner-confirmed-cleared,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.670,1,,
w_fc1b38b22097ee9b,N4,同じ,おなじ,おなじ,"같음, 동일함",adjective,B,二人は同じ年ごろだ.,두 사람은 같은 또래다,,NAVER 일본어사전 · 민중서림 엣센스 한일사전,,,owner-confirmed-cleared,,,pdf:pass_n4,verified,0,"[""draft-ko-missing"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.660,1,,
w_27f194a34e98e0b0,N4,ゲーム,ゲーム,ゲーム,게임,noun,D,これ以上に糞ゲームってある？,이보다 더 쓰레기 같은 게임 있어?,,NAVER 일본어사전 · 민중서림 엣센스 일한사전,,,owner-confirmed-cleared,,,pdf:pass_n4,verified,0,"[""draft-ko-missing"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.620,1,,
w_df99d5eb39204507,N4,関係,かんけい,かんけい,관계,noun,A,関係を付ける,관계를 맺다; 연관시키다; 관계 지우다,,NAVER 일본어사전 · 민중서림 엣센스 일한사전,,,owner-confirmed-cleared,,,pdf:mkt_n3;pass_n3;pass_n4,verified,0,"[""freq-core"",""pdf-core"",""pdf-new""]",2,5.600,1,,
w_fe954a6bef42344a,N4,くれる,くれる,くれる,(나에게) 주다,verb,C,目に物見せてくれる,뜨끔한 맛을 보여 주다,,NAVER 일본어사전 · 민중서림 엣센스 일한사전,,,owner-confirmed-cleared,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.590,1,,
w_67865e352d55a3b9,N4,僕,ぼく,ぼく,"나, 저",pronoun,A,"君は君,僕は僕だ","넌 너고, 난 나다",,NAVER 일본어사전 · 민중서림 엣센스 한일사전,,,owner-confirmed-cleared,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed"",""pdf-supplement""]",2,5.590,1,,
w_00016e229a19b84b,N4,力,ちから,ちから,힘,noun,A,人を動かす力がある.,사람을 움직이게 하는 힘이 있다,,NAVER 일본어사전 · 민중서림 엣센스 한일사전,,,owner-confirmed-cleared,,,pdf:pass_n4,verified,0,"[""draft-ko-missing"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.590,1,,
w_3b51f654e9bee9da,N4,以上,いじょう,いじょう,이상; 이상으로 끝,suffix,A,始めた以上、最後まで取り組まなければならないというのが私の信念だ。,시작을 한 이상 끝을 보아야 한다는 게 내 신조다.,,NAVER 일본어사전 · 국립국어원 한국어-일본어 학습사전,,,owner-confirmed-cleared,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.560,1,,
w_aad61ed968986386,N4,場合,ばあい,ばあい,"경우, 사례, 상황",noun,A,"必要な場合,いつでも召集する",필요할 때는 수시로 소집한다,,NAVER 일본어사전 · 민중서림 엣센스 한일사전,,,owner-confirmed-cleared,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.560,1,,
w_c7f9d4712f0335c4,N4,子,こ,こ,"아이, 어린이",noun,A,子どもが遊べるキッズ・ルームを備えたマンションが，相次いで登場している,아이가 놀 수 있는 어린이방을 갖춘 맨션이 잇따라 등장하고 있다.,,NAVER 일본어사전 · 민중서림 엣센스 외래어사전,,,owner-confirmed-cleared,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.560,1,,
w_648e5623aec73285,N4,間,あいだ,あいだ,"사이, 간격",noun,A,歯先が丸く、歯と歯の間隔が広い櫛が頭皮に良いそうだ。,살의 끝이 둥글고 살 사이에 간격이 넓은 빗이 두피에 좋다고 한다.,,NAVER 일본어사전 · 국립국어원 한국어-일본어 학습사전,,,owner-confirmed-cleared,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.550,1,,
w_9621a9869de29b8f,N4,様,よう,よう,"방법, 양상, ~처럼",suffix,A,手の打ち様がない,손을 쓸[수단을 강구할] 방법이 없다,,NAVER 일본어사전 · 민중서림 엣센스 일한사전,,,owner-confirmed-cleared,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed"",""pdf-supplement""]",2,5.520,1,,
w_01e3fc0965037397,N4,一度,いちど,いちど,"한 번, 하나 시간, 때",noun,A,一度や二度の失敗でへこたれない,한두 번의 실패로 주저앉지 않는다,,NAVER 일본어사전 · 민중서림 엣센스 일한사전,,,owner-confirmed-cleared,"[""いちど""]",,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement"",""orthography-duplicate-merged""]",2,5.510,1,,
w_6b23aa1b280b735b,N4,女性,じょせい,じょせい,여자,noun,A,付き合っていた女性をはねつける,사귀던 여자를 걷어차다,,NAVER 일본어사전 · 민중서림 엣센스 한일사전,,,owner-confirmed-cleared,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.500,1,,
w_d484030dc8157d60,N4,君,きみ,きみ,"너, 자네",pronoun,A,君の意見も僕と一緒だ,자네 의견도 나와 같다,,NAVER 일본어사전 · 민중서림 엣센스 일한사전,,,owner-confirmed-cleared,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.470,1,,
w_e35c50f0e29bf03b,N4,悪い,わるい,わるい,"나쁘다, 안 좋다",adjective,B,歯が悪い,이가 나쁘다[안 좋다],,NAVER 일본어사전 · 민중서림 엣센스 일한사전,,,owner-confirmed-cleared,,,pdf:pass_n4,verified,0,"[""freq-core"",""pdf-core"",""pdf-new""]",2,5.460,1,,
w_9e65776bfd50eecb,N4,内,うち,うち,"~이내, 안쪽",noun,A,踵落としの足の軌道ですが、途中までは、内回し蹴りと同じです。,"내려 차기의 발의 궤도 말입니다만, 도중까지는, 안쪽 돌려차기와 같습니다.",,NAVER 일본어사전 · 플리토,,,owner-confirmed-cleared,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.450,1,,
w_df378927cc7ca748,N4,声,こえ,こえ,목소리,noun,A,この声は紛れもなく母の声だ,이 목소리는 틀림없는 어머니의 목소리다,,NAVER 일본어사전 · 민중서림 엣센스 일한사전,,,owner-confirmed-cleared,,,pdf:pass_n4,verified,0,"[""draft-ko-missing"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.440,1,,
w_72906b1feea37df4,N4,最近,さいきん,さいきん,"최근, 요즘",noun,A,最近の商況[商状]は活発でない.,최근의 상황은 활발하지 않다,,NAVER 일본어사전 · 민중서림 엣센스 한일사전,,,owner-confirmed-cleared,"[""さいきん""]",,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement"",""orthography-duplicate-merged""]",2,5.440,1,,
w_68798e99810a2d2b,N4,用,よう,よう,"용무, 볼일",noun,A,ちょっと用を足してから行きます.,잠깐 볼일 보고 가겠습니다,,NAVER 일본어사전 · 민중서림 엣센스 한일사전,,,owner-confirmed-cleared,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.440,1,,
w_e52e4994966c51d8,N4,時代,じだい,じだい,"시대, 시기",noun,A,平成の時代が終わり令和の時代が始まる,平成 시대가 끝나고 令和 시대가 시작되다,,NAVER 일본어사전 · 민중서림 엣센스 일한사전,,,owner-confirmed-cleared,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.430,1,,
w_8c7c6614e2b0593f,N4,頭,あたま,あたま,머리,noun,A,頭を抱える,(두 팔로) 머리를 싸쥐다[싸쥐고 고민하다],,NAVER 일본어사전 · 민중서림 엣센스 일한사전,,,owner-confirmed-cleared,,,pdf:pass_n4,verified,0,"[""draft-ko-missing"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.430,1,,
w_45e6afe394050228,N4,アメリカ,アメリカ,アメリカ,미국,noun,D,東京を経てアメリカに帰る.,동경을 거쳐 미국에 돌아가다,,NAVER 일본어사전 · 민중서림 엣센스 한일사전,,,owner-confirmed-cleared,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.420,1,,
w_f0a58113830dd425,N4,彼,かれ,かれ,"그, 남자친구",pronoun,A,彼には彼なりの哲学がある.,그에게는 그 나름의 철학이 있다,,NAVER 일본어사전 · 민중서림 엣센스 한일사전,,,owner-confirmed-cleared,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.420,1,,
w_a129ca6eab781b62,N4,心,こころ,こころ,"마음, 정신",noun,A,慎み深さとは輝く光である。慎み深さが知識を得るために頭を整理し、そして真実を受け入れるために心の準備をするのだ。(ギゾー夫人),"겸손함은 반짝이는 빛이다. 겸손함은 정신이 지식을 받아들이고 마음이 진실을 받아들이도록 준비시킨다. (마담 귀조, 겸손명언)",,NAVER 일본어사전 · 명언/속담,,,owner-confirmed-cleared,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed"",""pdf-supplement""]",2,5.420,1,,
w_5f0a12a785e053f2,N4,別,べつ,べつ,"구별, 다른",noun,A,別に犯意はなかった.,이렇다 할 범의는 없었다,,NAVER 일본어사전 · 민중서림 엣센스 한일사전,,,owner-confirmed-cleared,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.400,1,,
w_31185c9a3a3606a7,N4,最後,さいご,さいご,"마지막, 최후",noun,A,これが最初で最後の機会だ,이게 처음이자 마지막 기회다,,NAVER 일본어사전 · 민중서림 엣센스 한일사전,,,owner-confirmed-cleared,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.400,1,,
w_9f1844144a87d5f8,N4,町,まち,まち,"마을, 동네, 도시",noun,A,町を一巡りする.,거리를 한 바퀴 돌다,,NAVER 일본어사전 · 민중서림 엣센스 한일사전,,,owner-confirmed-cleared,,,pdf:pass_n4,verified,0,"[""ko-reviewed"",""manual-curated"",""freq-core"",""pdf-core"",""pdf-matched"",""meaning-disambiguated""]",2,5.390,1,,
w_fa3b0fa6aa39b947,N4,点,てん,てん,"점, 점수, 표시",noun,A,点の打ち所がない,흠잡을 데가 전혀 없다,,NAVER 일본어사전 · 민중서림 엣센스 일한사전,,,owner-confirmed-cleared,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed"",""pdf-supplement""]",2,5.380,1,,
w_a527d5563a90508b,N4,最初,さいしょ,さいしょ,"처음, 최초",adjective,A,最初のうちは楽しかった,처음 얼마 동안은 즐거웠다,,NAVER 일본어사전 · 민중서림 엣센스 일한사전,,,owner-confirmed-cleared,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed"",""pdf-supplement""]",2,5.360,1,,
w_aa000a65e6fbc744,N4,体,からだ,からだ,몸,noun,A,体と心を清める.,몸과 마음을 깨끗이 하다,,NAVER 일본어사전 · 민중서림 엣센스 한일사전,,,owner-confirmed-cleared,,,pdf:pass_n4,verified,0,"[""draft-ko-missing"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.350,1,,
w_e6fb9adbe1284c79,N4,彼女,かのじょ,かのじょ,"여자친구, 그녀",pronoun,A,容姿はジャニーズ系なのに彼女ができない,얼굴은 ジャニーズ 소속 연예인급인데 여자 친구가 생기지 않는다,,NAVER 일본어사전 · 민중서림 엣센스 일한사전,,,owner-confirmed-cleared,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.350,1,,
w_64be2910e46903c8,N4,利用,りよう,りよう,이용,noun,A,スマホのA-GPSを利用する,스마트폰의 보조 GPS를 이용하다,,NAVER 일본어사전 · 민중서림 엣센스 일한사전,,,owner-confirmed-cleared,,,pdf:pass_n4,verified,0,"[""draft-ko-missing"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.340,1,,
w_8e29cf2663269f3a,N4,漫画,まんが,まんが,"만화(책), 만화, 애니메이션",noun,A,漫画で政界の堕落を諷する.,만화로 정계의 타락상을 풍자하다,,NAVER 일본어사전 · 민중서림 엣센스 한일사전,,,owner-confirmed-cleared,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.340,1,,
