id,level,surface,reading_kana,furigana,meaning_ko,part_of_speech,card_type,example_jp,example_ko,example_jp_id,example_jp_author,example_ko_id,example_ko_author,example_license,alt_forms,disambig,source,qa_status,deprecated,tags,data_version,frequency,reading_chapter,deprecated_reason,superseded_by
w_3edbe668d5df0716,N3,感じ,かんじ,かんじ,"느낌, 인상",noun,B,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.74,1,,
w_4aedefd2578db74a,N3,数,かず,かず,"수,숫자",noun,A,,,,,,,,,,pdf:mkt_n3,verified,0,"[""draft-ko-missing"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.74,1,,
w_ffbc6c7cd17b4eba,N3,数,すう,すう,"수, 숫자",prefix,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.74,1,,
w_6a07edea9cd806d6,N3,市,いち,いち,시장,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.67,1,,
w_b85ac81090221b63,N3,県,けん,けん,현,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed"",""pdf-supplement""]",2,5.67,1,,
w_c297098c4220a11c,N3,情報,じょうほう,じょうほう,정보,noun,A,,,,,,,,,,pdf:mkt_n3;pass_n3,verified,0,"[""draft-ko-missing"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.61,1,,
w_6cebb24556eb94e7,N3,今日,こんにち,こんにち,오늘,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""manual-reviewed-retain"",""pdf-supplement""]",2,5.57,1,,
w_cdd4b1792b281e71,N3,可能,かのう,かのう,"가능한, 실현 가능한",adjective,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.56,1,,
w_775de805c9d17855,N3,金,かね,かね,돈; 금속,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.56,1,,
w_eca4f0ccde642c46,N3,金,きん,きん,금; 돈,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.56,1,,
w_78c92e123329f295,N3,人間,にんげん,にんげん,인간,noun,A,,,,,,,,,,pdf:mkt_n3,verified,0,"[""ko-reviewed"",""manual-curated"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.53,1,,
w_9db786096f7cde8d,N3,位,くらい,くらい,"지위, 등급; 정도",suffix,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""manual-reviewed-retain"",""pdf-supplement""]",2,5.52,1,,
w_c62caa4afa7e342b,N3,男の人,おとこのひと,おとこのひと,남자,noun,B,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.51,1,,
w_dac2ed0ed0290865,N3,一度に,いちどに,いちどに,"한꺼번에, 동시에",adverb,B,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.5,1,,
w_d6f29ee958d55c51,N3,前と同じで,まえとおなじで,まえとおなじで,예전과 같이,expression,B,,,,,,,,,,pdf:pass_n3,verified,0,"[""freq-core"",""pdf-core"",""pdf-new""]",2,5.47,1,,
w_d35ec050ba7ed0f9,N3,使用,しよう,しよう,사용,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.46,1,,
w_a66084d6c3b6449e,N3,結果,けっか,けっか,결과,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.46,1,,
w_8aa654b726b3973b,N3,しまう,しまう,しまう,"치우다, 안에 넣다",verb,C,,,,,,,,,,pdf:pass_n3,verified,0,"[""freq-core"",""pdf-core"",""pdf-new""]",2,5.45,1,,
w_b525e8c9df54ce59,N3,参加,さんか,さんか,참가,noun,A,,,,,,,,,,pdf:mkt_n3,verified,0,"[""draft-ko-missing"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.45,1,,
w_c0cb5514af816dfa,N3,次の年,つぎのとし,つぎのとし,다음 해,expression,B,,,,,,,,,,pdf:pass_n3,verified,0,"[""freq-core"",""pdf-core"",""pdf-new""]",2,5.45,1,,
w_c8d120064fb5fe5a,N3,違う,ちがう,ちがう,다르다,verb,B,,,,,,,,,,pdf:mkt_n3;pass_n3,verified,0,"[""freq-core"",""pdf-core"",""pdf-new""]",2,5.44,1,,
w_0eb7fb9f9547d8f1,N3,いつも,いつも,いつも,항상,adverb,C,いつも敵役にまわる,언제나 미움받는 역만 맡다.,,NAVER 일본어사전 · 민중서림 엣센스 일한사전,,,owner-confirmed-cleared,,,pdf:pass_n3,verified,0,"[""ko-reviewed"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.42,1,,
w_1353ce210b23865a,N3,お前,おまえ,おまえ,"너, 당신",pronoun,B,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed"",""pdf-supplement""]",2,5.42,1,,
w_cfa502820ce889bf,N3,少しも,すこしも,すこしも,조금도 (~않다),adverb,B,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.42,1,,
w_0329ed8ca2291f8f,N3,無料,むりょう,むりょう,무료,adjective,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.41,1,,
w_5715bb4d0a327e9c,N3,神,かみ,かみ,신,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.41,1,,
w_5c01d31526099a31,N3,元,もと,もと,"근원; 이전, 전(前)",noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.4,1,,
w_9f90bf6501647fbf,N3,場所,ばしょ,ばしょ,장소,noun,A,,,,,,,,,,pdf:pass_n1;pass_n3,verified,0,"[""draft-ko-missing"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.4,1,,
w_16b5e002c7a1d2f2,N3,その内,そのうち,そのうち,머지않아,adverb,B,,,,,,,,"[""そのうち""]",,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed"",""manual-curated"",""freq-core"",""pdf-supplement"",""orthography-normalized""]",2,5.39,1,,
w_a4116bf6cc58ca05,N3,氏,し,し,"성씨, 씨",suffix,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.38,1,,
w_cb5ee882ca9fd66f,N3,同じところ,おなじところ,おなじところ,같은 점,expression,B,,,,,,,,,,pdf:pass_n3,verified,0,"[""freq-core"",""pdf-core"",""pdf-new""]",2,5.37,1,,
w_57420260388d1a97,N3,方法,ほうほう,ほうほう,방법,noun,A,,,,,,,,,,pdf:mkt_n3;pass_n1;pass_n3,verified,0,"[""ko-reviewed"",""manual-curated"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.36,1,,
w_da6aa3cba0abe600,N3,理由,りゆう,りゆう,이유,noun,A,,,,,,,,,,pdf:pass_n3,verified,0,"[""draft-ko-missing"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.36,1,,
w_4e47e651e4a63ce2,N3,相手,あいて,あいて,상대방,noun,A,,,,,,,,,,pdf:mkt_n3;pass_n1;pass_n3,verified,0,"[""draft-ko-missing"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.36,1,,
w_9c155df0e132e241,N3,何も言わずに,なにもいわずに,なにもいわずに,아무 말 없이,expression,B,,,,,,,,,,pdf:pass_n3,verified,0,"[""freq-core"",""pdf-core"",""pdf-new""]",2,5.35,1,,
w_5cb04f5c75aba8f6,N3,作品,さくひん,さくひん,작품,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.35,1,,
w_3bce37918e20b696,N3,型,かた,かた,"틀, 유형, 모델",noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.35,1,,
w_4761cf0171ef6fcb,N3,存在,そんざい,そんざい,존재,noun,A,,,,,,,,,,pdf:mkt_n3,verified,0,"[""ko-reviewed"",""manual-curated"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.34,1,,
w_2d1452a31674964a,N3,現在,げんざい,げんざい,현재,noun,A,,,,,,,,,,pdf:mkt_n3;pass_n3,verified,0,"[""draft-ko-missing"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.34,1,,
w_73e0fb95b7f90273,N3,行き,いき,いき,"감, (목적지)행",noun,B,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""manual-reviewed-retain"",""pdf-supplement""]",2,5.33,1,,
w_fe4beb5b2e0412ed,N3,行き,ゆき,ゆき,"감, (목적지)행",noun,B,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.33,1,,
w_58d4fdf86ae514db,N3,事件,じけん,じけん,사건,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.32,2,,
w_537d9608ea3a2d2a,N3,少し前に,すこしまえに,すこしまえに,조금 전에,expression,B,,,,,,,,,,pdf:pass_n3,verified,0,"[""freq-core"",""pdf-core"",""pdf-new""]",2,5.32,2,,
w_38bfd57fb5c37228,N3,女子,じょし,じょし,"여자, 소녀, 여자아이",noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.31,2,,
w_d8022dd5600059e9,N3,最高,さいこう,さいこう,최고,adjective,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.31,2,,
w_06339cbe7e38fb2e,N3,状態,じょうたい,じょうたい,"상태, 상황",noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.31,2,,
w_f939a326910de40b,N3,約,やく,やく,약,adverb,A,,,,,,,,,,pdf:pass_n3,verified,0,"[""draft-ko-missing"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.31,2,,
w_7087b27273d496b5,N3,絶対,ぜったい,ぜったい,"절대로,꼭",adverb,A,,,,,,,,,,pdf:mkt_n3,verified,0,"[""draft-ko-missing"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.31,2,,
w_1b48454c6fbf20b4,N3,実際,じっさい,じっさい,"실제, 사실상",noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.3,2,,
w_6dea87732380d72a,N3,確認,かくにん,かくにん,확인,noun,A,,,,,,,,,,pdf:mkt_n2;mkt_n3,verified,0,"[""draft-ko-missing"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.3,2,,
w_bfe33b63e03b0fd8,N3,簡単だ,かんたんだ,かんたんだ,간단하다,adjective,B,,,,,,,,,,pdf:mkt_n3,verified,0,"[""freq-core"",""pdf-core"",""pdf-new""]",2,5.3,2,,
w_bb82ebdcacdf5f3e,N3,簡単な,かんたんな,かんたんな,간단한,expression,B,,,,,,,,"[""かんたんな""]",,pdf:pass_n3,verified,0,"[""freq-core"",""pdf-core"",""pdf-new"",""orthography-normalized""]",2,5.3,2,,
w_e39d867af8aca1a9,N3,今回,こんかい,こんかい,이번,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.29,2,,
w_33571f15e356f407,N3,仕事に行く,しごとにいく,しごとにいく,일하러 가다,expression,B,,,,,,,,,,pdf:pass_n3,verified,0,"[""freq-core"",""pdf-core"",""pdf-new""]",2,5.29,2,,
w_66bc36545a1de11d,N3,全部,ぜんぶ,ぜんぶ,전부,adverb,A,,,,,,,,,,pdf:pass_n3,verified,0,"[""freq-core"",""pdf-core"",""pdf-new""]",2,5.29,2,,
w_5c74df304f5bb6ef,N3,夜,よ,よ,밤,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""backfill-replacement"",""assistant-ko-reviewed"",""pdf-supplement""]",2,5.29,2,,
w_985ab4f324b42fe2,N3,個人,こじん,こじん,개인,noun,A,,,,,,,,,,pdf:mkt_n3;pass_n3,verified,0,"[""draft-ko-missing"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.28,2,,
w_f6682da3a2fe24f7,N3,教え,おしえ,おしえ,가르침,noun,B,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed"",""manual-curated"",""freq-core"",""pdf-supplement""]",2,5.28,2,,
w_7cd203c92785ebef,N3,ずっと,ずっと,ずっと,"쭉, 계속; 훨씬",adverb,C,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.27,2,,
w_cf1351dc563ad35e,N3,悪いところ,わるいところ,わるいところ,나쁜 점,expression,B,,,,,,,,,,pdf:pass_n3,verified,0,"[""freq-core"",""pdf-core"",""pdf-new""]",2,5.26,2,,
w_1ab3e8fab478493e,N3,人気,にんき,にんき,인기,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed"",""manual-curated"",""freq-core"",""pdf-supplement""]",2,5.25,2,,
w_f7f6123263aca76c,N3,理解,りかい,りかい,이해,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed"",""manual-curated"",""freq-core"",""pdf-supplement""]",2,5.25,2,,
w_cefba8d96d3392c2,N3,全て,すべて,すべて,모두,adverb,B,,,,,,,,"[""すべて""]",,pdf:mkt_n3,verified,0,"[""draft-ko-missing"",""freq-core"",""pdf-core"",""pdf-matched"",""orthography-duplicate-merged""]",2,5.24,2,,
w_3ef3013e7a8e4116,N3,全ての,すべての,すべての,모든,expression,B,,,,,,,,"[""すべての""]",,pdf:pass_n3,verified,0,"[""freq-core"",""pdf-core"",""pdf-new"",""orthography-normalized""]",2,5.24,2,,
w_8661219da49b6cd7,N3,内容,ないよう,ないよう,내용,noun,A,,,,,,,,,,pdf:mkt_n3;pass_n3,verified,0,"[""ko-reviewed"",""manual-curated"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.24,2,,
w_b43bd14340d28b3a,N3,活動,かつどう,かつどう,활동,noun,A,,,,,,,,,,pdf:mkt_n3;pass_n3,verified,0,"[""draft-ko-missing"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.24,2,,
w_1ac7da2da874cb8f,N3,登場,とうじょう,とうじょう,등장,noun,A,,,,,,,,,,pdf:mkt_n3;pass_n3,verified,0,"[""ko-reviewed"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.24,2,,
w_1833552e6b79b74b,N3,販売,はんばい,はんばい,판매,noun,A,,,,,,,,,,pdf:mkt_n2;mkt_n3,verified,0,"[""ko-reviewed"",""manual-curated"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.24,2,,
w_e8527e876dc06d94,N3,音,おん,おん,"소리, 음",noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.24,2,,
w_6367079e41ada72a,N3,全,ぜん,ぜん,"전부, 전체",prefix,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed"",""manual-curated"",""freq-core"",""pdf-supplement""]",2,5.23,2,,
w_af4808169f06f654,N3,完全,かんぜん,かんぜん,"완전, 완벽",adjective,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.23,2,,
w_dd6cfb328dbd2400,N3,せい,せい,せい,"원인, 이유, 잘못, 결함",noun,C,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""manual-reviewed-retain"",""pdf-supplement""]",2,5.22,2,,
w_a6d0d7928dd822e5,N3,大変だ,たいへんだ,たいへんだ,"큰일이다, 힘들다",expression,B,,,,,,,,,,pdf:pass_n3,verified,0,"[""freq-core"",""pdf-core"",""pdf-new""]",2,5.22,2,,
w_d7ff937ac0f6c160,N3,発表,はっぴょう,はっぴょう,발표,noun,A,,,,,,,,,,pdf:mkt_n3;pass_n3,verified,0,"[""freq-core"",""pdf-core"",""pdf-new""]",2,5.22,2,,
w_c6900e0ec3be2de7,N3,一般,いっぱん,いっぱん,일반적인,adjective,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.21,2,,
w_261f4b9b11e4087d,N3,件,けん,けん,"건, 사항",noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed"",""manual-curated"",""freq-core"",""pdf-supplement""]",2,5.21,2,,
w_f3aa32d04d2ef7df,N3,攻撃,こうげき,こうげき,공격,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.21,2,,
w_15e58e756cd4e695,N3,無,む,む,"없음, 무(無)",noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.21,2,,
w_ae421e588e80aae9,N3,自身,じしん,じしん,자기 자신,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.21,2,,
w_a82ebf1a1e23734b,N3,部分,ぶぶん,ぶぶん,부분,noun,A,,,,,,,,,,pdf:mkt_n3,verified,0,"[""ko-reviewed"",""manual-curated"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.21,2,,
w_65567f562d1637de,N3,ちゃんと,ちゃんと,ちゃんと,"제대로, 확실히",adverb,C,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed"",""manual-curated"",""freq-core"",""pdf-supplement""]",2,5.2,2,,
w_8850b3a80af81e01,N3,予定,よてい,よてい,예정,noun,A,,,,,,,,,,pdf:pass_n3,verified,0,"[""draft-ko-missing"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.2,2,,
w_6b1862c04dd47d7c,N3,全員,ぜんいん,ぜんいん,전원,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed"",""manual-curated"",""freq-core"",""pdf-supplement""]",2,5.2,2,,
w_9bc4272b153344e1,N3,愛,あい,あい,사랑,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.2,2,,
w_da208e23dc2ee46e,N3,登録,とうろく,とうろく,등록,noun,A,データ辞書に登録した単語,데이터 사전에 등록한 단어,,NAVER 일본어사전 · 민중서림 엣센스 일한사전,,,owner-confirmed-cleared,,,pdf:mkt_n3,verified,0,"[""draft-ko-missing"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.2,2,,
w_7f53fd4686c9cbf8,N3,紹介,しょうかい,しょうかい,소개,noun,A,,,,,,,,,,pdf:mkt_n3,verified,0,"[""draft-ko-missing"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.2,2,,
w_a33c10498716c0dd,N3,機能,きのう,きのう,기능,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.19,2,,
w_f23bf8112c38b8a5,N3,調査,ちょうさ,ちょうさ,조사,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed"",""manual-curated"",""freq-core"",""pdf-supplement""]",2,5.19,2,,
w_60f6e19fe71ab31c,N3,重要,じゅうよう,じゅうよう,"중요한, 필수적인",adjective,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.19,2,,
w_6819bf5a3467352a,N3,人生,じんせい,じんせい,"인생, 삶",noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.18,2,,
w_f385d0851d61d69b,N3,形,かたち,かたち,"형태,모양",noun,A,,,,,,,,,,pdf:mkt_n3,verified,0,"[""draft-ko-missing"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.18,2,,
w_2567fd055b29b59b,N3,目的,もくてき,もくてき,목적,noun,A,,,,,,,,,,pdf:mkt_n3;pass_n3,verified,0,"[""draft-ko-missing"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.18,3,,
w_e0d3a7078e5be6d4,N3,自由,じゆう,じゆう,자유,noun,A,,,,,,,,,,pdf:pass_n3,verified,0,"[""draft-ko-missing"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.18,3,,
w_135076810e217050,N3,記事,きじ,きじ,"기사, 글",noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.18,3,,
w_9823331a4460e715,N3,重要だ,じゅうようだ,じゅうようだ,중요하다,adjective,B,,,,,,,,,,pdf:mkt_n2;mkt_n3,verified,0,"[""freq-core"",""pdf-core"",""pdf-new""]",2,5.18,3,,
w_fd0b48318b16468c,N3,開始,かいし,かいし,"개시, 시작",noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.18,3,,
w_2e22b9e812873fab,N3,際,さい,さい,"때, 경우, 상황",noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed"",""pdf-supplement""]",2,5.18,3,,
w_2051986d08da1c3e,N3,地,ち,ち,"땅, 지면",noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed"",""manual-curated"",""freq-core"",""pdf-supplement""]",2,5.17,3,,
w_d9e809ebe3cd1324,N3,影響,えいきょう,えいきょう,영향,noun,A,,,,,,,,,,pdf:mkt_n1;mkt_n3;pass_n3,verified,0,"[""draft-ko-missing"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.17,3,,
w_0eeeb5dc240b7e35,N3,政府,せいふ,せいふ,"정부, 행정, 정권",noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.17,3,,
w_09de41ea9efbccdb,N3,一般的だ,いっぱんてきだ,いっぱんてきだ,일반적이다,adjective,B,,,,,,,,,,pdf:mkt_n3,verified,0,"[""freq-core"",""pdf-core"",""pdf-new""]",2,5.16,3,,
w_b0e70ed0be91dd53,N3,一般的な,いっぱんてきな,いっぱんてきな,일반적인,expression,B,,,,,,,,,,pdf:pass_n3,verified,0,"[""freq-core"",""pdf-core"",""pdf-new""]",2,5.16,3,,
w_2af938c2f052fe1f,N3,地域,ちいき,ちいき,지역,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed"",""manual-curated"",""freq-core"",""pdf-supplement""]",2,5.16,3,,
w_f4b701a6d6be089d,N3,基本,きほん,きほん,기본,noun,A,,,,,,,,,,pdf:mkt_n3,verified,0,"[""draft-ko-missing"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.16,3,,
w_6f83b4065f2eaf12,N3,姿,すがた,すがた,"모습, 자태",noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.16,3,,
w_04bc14393c925c22,N3,期間,きかん,きかん,기간,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed"",""pdf-supplement""]",2,5.16,3,,
w_e6e34cd099dad65c,N3,率,りつ,りつ,비율,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed"",""manual-curated"",""freq-core"",""pdf-supplement""]",2,5.16,3,,
w_3641979f0bd2de45,N3,管理,かんり,かんり,"관리, 통제",noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.16,3,,
w_06e7e51d003ac3e4,N3,街,まち,まち,"번화가, 거리",noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed"",""manual-curated"",""freq-core"",""pdf-supplement"",""meaning-disambiguated""]",2,5.16,3,,
w_8482bd5323c88fa3,N3,カード,カード,カード,카드,noun,D,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.15,3,,
w_75ea01f594223beb,N3,以前,いぜん,いぜん,"이전, 예전",suffix,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed"",""pdf-supplement""]",2,5.14,3,,
w_b3db7bcd6d4d7a98,N3,決定,けってい,けってい,"결정, 결심",noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.14,3,,
w_ebbb148725183236,N3,王,おう,おう,왕,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.14,3,,
w_47b958be6c1dd3b1,N3,記念,きねん,きねん,기념,noun,A,,,,,,,,,,pdf:mkt_n3;pass_n3,verified,0,"[""draft-ko-missing"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.14,3,,
w_8348344251cc1290,N3,軍,ぐん,ぐん,"군, 군대",noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing"",""pdf-supplement""]",2,5.14,3,,
w_aaa3dfe9a7501a27,N3,違い,ちがい,ちがい,차이,noun,B,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed"",""manual-curated"",""freq-core"",""pdf-supplement""]",2,5.13,3,,
w_6473369f57172542,N3,効果,こうか,こうか,효과,noun,A,,,,,,,,,,pdf:mkt_n3;pass_n3,verified,0,"[""draft-ko-missing"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.12,3,,
w_a2570eaed8a5baf5,N3,期待,きたい,きたい,기대,noun,A,,,,,,,,,,pdf:mkt_n3;pass_n3,verified,0,"[""draft-ko-missing"",""freq-core"",""pdf-core"",""pdf-matched""]",2,5.12,3,,
