id,level,surface,reading_kana,meaning_ko,review_decision,review_surface,review_reading_kana,review_meaning_ko,merge_winner_id,review_reason,review_status,attention,surface_class,jmdict_exact_kind,flags,same_jmdict_entry_ids,same_reading_meaning_ids,prior_audit_decision,source,example_jp
w_bc99b4de7f368899,N1,碁盤,ごばん,바둑판,keep,碁盤,ごばん,바둑판,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level;orthography-backfill,彼は碁盤の目を点で標した。
w_1b8d17ecd349d9f7,N1,再会,さいかい,재회,keep,再会,さいかい,재회,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,再会の喜びに言葉もなく抱擁する.
w_359545c599729c7a,N1,災害,さいがい,"재난, 불운",keep,災害,さいがい,"재난, 불운",,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,不注意によって起こる災害
w_3bb22052646a0b14,N1,細菌,さいきん,세균,keep,細菌,さいきん,세균,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,蒲鉾をはじめとして一般に練り製品は細菌、カビなどでいたみやすいので気をつけなければいけません。
w_06c3f2dfc9acd2f5,N1,細工,さいく,세공; 잔재주,keep,細工,さいく,세공; 잔재주,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,よく枯らした木で細工する
w_f5a2cd58b3749965,N1,採掘,さいくつ,채굴,keep,採掘,さいくつ,채굴,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,金鉱[石炭]を採掘する.
w_11d3d2722bafa67b,N1,採決,さいけつ,"표결, 채결",keep,採決,さいけつ,"표결, 채결",,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,挙手で採決する
w_dafa263b3938f062,N1,再建,さいけん,재건(절 또는 신사),keep,再建,さいけん,재건(절 또는 신사),,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,再建という言葉はこのごろの通り言葉になっている.
w_bcc6851a690cf62e,N1,再現,さいげん,재현,keep,再現,さいげん,재현,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,バロック様式の外観を再現する
w_d067a8c5d51ff327,N1,採算,さいさん,채산,keep,採算,さいさん,채산,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,pdf:mkt_n1,事業として採算の取れる計画が可能かどうかがポイントです
w_342aea3d60285ee1,N1,採取,さいしゅ,채취,keep,採取,さいしゅ,채취,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,pdf:mkt_n1,真珠を養殖[採取]する.
w_4c590aa8b5d01bae,N1,細心,さいしん,"세심함,빈틈이없음",keep,細心,さいしん,"세심함,빈틈이없음",,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,pdf:mkt_n1,社長の放胆、専務の細心、まことによいコンビだ
w_62d571d47c3c4f23,N1,再生,さいせい,"재생, 회복",keep,再生,さいせい,"재생, 회복",,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,集めたアルミ缶を再生する
w_846814ff7fd36a1d,N1,最善,さいぜん,최선,keep,最善,さいぜん,최선,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,最善を尽くした。けれど惨敗だった
w_9ae67da3aa5ed86c,N1,催促,さいそく,재촉,keep,催促,さいそく,재촉,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,pdf:mkt_n1,あまり催促しないでください。
w_d26f2743bebc7252,N1,採択,さいたく,채택,keep,採択,さいたく,채택,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,動議は採択されなかった
w_1fd21f588adb08f6,N1,再発,さいはつ,재발,keep,再発,さいはつ,재발,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,病気が再発する.
w_7dfb0eaaa0b0e7a6,N1,栽培,さいばい,재배,keep,栽培,さいばい,재배,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,pdf:mkt_n1,鮮度の高い梨を栽培する
w_9d6dc8ee8bdac291,N1,細胞,さいぼう,세포,keep,細胞,さいぼう,세포,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,癌細胞が外の部分に転移する.
w_0d06dadc29388677,N1,債務,さいむ,채무,keep,債務,さいむ,채무,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,pdf:pass_n1,債権と債務を相殺する.
w_5d9bf3a828945282,N1,遮る,さえぎる,차단하다,keep,遮る,さえぎる,차단하다,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji-hiragana,kanji-form,,,,,pdf:mkt_n1;pass_n1,人の話を遮る.
w_059b0e6154be17a2,N1,冴える,さえる,"선명하다, 맑다, 뛰어나다; (1)맑고 깨끗하다 (2)잠이 깨다, 머리가 맑아지다",keep,冴える,さえる,"선명하다, 맑다, 뛰어나다; (1)맑고 깨끗하다 (2)잠이 깨다, 머리가 맑아지다",,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji-hiragana,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,頭がすっきり冴える。
w_e2f8e9b9e0a314bd,N1,竿,さお,장대(빨랫대),keep,竿,さお,장대(빨랫대),,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,軒に竿を掛ける
w_4067f054dc869cf2,N1,栄える,さかえる,"번영하다, 번창하다",keep,栄える,さかえる,"번영하다, 번창하다",,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji-hiragana,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,孫子の代まで栄える.
w_a8c2982b9afb4278,N1,杯,さかずき,"술잔, 잔",keep,杯,さかずき,"술잔, 잔",,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,晩酌に一杯やる
w_bf913f05bc67e1e7,N1,逆立ち,さかだち,물구나무서기,keep,逆立ち,さかだち,물구나무서기,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji-hiragana,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,スンギュは体を壁に支えたまま逆立ちをした。
w_23f096dd4c7abf28,N1,差額,さがく,차액,keep,差額,さがく,차액,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,土地を転売して差額をもうける.
w_cf9f79fa33cf142c,N1,差がない,さがない,차이가 없다,keep,差がない,さがない,차이가 없다,,PDF의 활용형·결합 표현을 구성 요소와 읽기까지 수동 확인하여 유지,manually-adjudicated,high,kanji-hiragana,none,non-jmdict-surface,,,,pdf:pass_n1,大きな差がない
w_2bada388878a977b,N1,詐欺,さぎ,사기,keep,詐欺,さぎ,사기,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,ネトオク詐欺に引っ掛かる
w_0df0106361d710ed,N1,削減,さくげん,삭감,keep,削減,さくげん,삭감,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,LCCを大幅に削減する
w_320513837bec4253,N1,錯誤,さくご,착오,keep,錯誤,さくご,착오,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,pdf:mkt_n1,重大な錯誤を犯した
w_956ff473b36e630f,N1,作戦,さくせん,작전,keep,作戦,さくせん,작전,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,幕僚を集めて作戦を練る.
w_e775d9071d2a3a55,N1,叫び,さけび,"외침, 부르짖음",keep,叫び,さけび,"외침, 부르짖음",,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji-hiragana,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,ロ:叫びすぎて喉が痛くなったんだ。
w_862152d331038cdb,N1,些細な,ささいな,사소한,keep,些細な,ささいな,사소한,,PDF의 활용형·결합 표현을 구성 요소와 읽기까지 수동 확인하여 유지,manually-adjudicated,high,kanji-hiragana,none,non-jmdict-surface,,,manual-context,pdf:pass_n1,ささいなことで友と絶交する.
w_9b6667d687cb8987,N1,捧げる,ささげる,"바치다, 받들다",keep,捧げる,ささげる,"바치다, 받들다",,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji-hiragana,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,成功を祝って祝杯を捧げる.
w_85e027b82c699ab9,N1,差し掛かる,さしかかる,"다다르다, 접어들다",keep,差し掛かる,さしかかる,"다다르다, 접어들다",,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji-hiragana,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,山道に差し掛かる.
w_d6421b0c7fb0b2ba,N1,指図,さしず,지시,keep,指図,さしず,지시,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,pdf:pass_n1,顎で指図する
w_5059c36f92c76981,N1,差し出す,さしだす,"내밀다, 제출하다",keep,差し出す,さしだす,"내밀다, 제출하다",,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji-hiragana,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,花売り少女がアベックをねらって花をそっと差し出すのだ
w_661ff696389aa9c8,N1,差し支える,さしつかえる,"지장을 주다, 방해되다",keep,差し支える,さしつかえる,"지장을 주다, 방해되다",,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji-hiragana,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,学業に差し支える
w_26dddb87b1e72021,N1,差し引く,さしひく,"공제하다,차감하다",keep,差し引く,さしひく,"공제하다,차감하다",,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji-hiragana,kanji-form,,,,,pdf:mkt_n1,月給から税金を差し引く
w_581a28544054818a,N1,摩る,さする,"문지르다, 쓰다듬다",keep,摩る,さする,"문지르다, 쓰다듬다",,이전 가나 표기 전수 검수 유지: common JMdict form,dictionary-verified,none,kanji-hiragana,kanji-form,,,,jmdict-unambiguous,kaggle:robinpourtaud/jlpt-words-by-level,レンズを摩する
w_f1151524cda729e4,N1,授ける,さずける,"수여하다,하사하다",keep,授ける,さずける,"수여하다,하사하다",,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji-hiragana,kanji-form,,,,,pdf:mkt_n1,王が臣下に刀を授ける
w_8de112511beeb358,N1,定まる,さだまる,"정해지다, 안정되다",keep,定まる,さだまる,"정해지다, 안정되다",,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji-hiragana,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,反乱が定まる.
w_4a38279bebc112bd,N1,定める,さだめる,결정하다,keep,定める,さだめる,결정하다,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji-hiragana,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,法律の定めるところにより処罰する.
w_fcf4f074b74c1257,N1,錯覚,さっかく,착각,keep,錯覚,さっかく,착각,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,pdf:mkt_n1;pass_n1,自分の家かと錯覚した
w_bf7c38014590b36a,N1,錯覚する,さっかくする,착각하다,keep,錯覚する,さっかくする,착각하다,,PDF의 활용형·결합 표현을 구성 요소와 읽기까지 수동 확인하여 유지,manually-adjudicated,high,kanji-hiragana,none,non-jmdict-surface,,,,pdf:pass_n1,愛されていると錯覚する
w_09e23b6f9018545a,N1,早急,さっきゅう,긴급한,keep,早急,さっきゅう,긴급한,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,ロ：早急に緊急会議を開くように。
w_5a53c24529898048,N1,早急に,さっきゅうに,조속히,keep,早急に,さっきゅうに,조속히,,PDF의 활용형·결합 표현을 구성 요소와 읽기까지 수동 확인하여 유지,manually-adjudicated,high,kanji-hiragana,none,non-jmdict-surface,,,,pdf:mkt_n1,早急に調査したい
w_6c237cb66e2a41b0,N1,殺菌,さっきん,살균,keep,殺菌,さっきん,살균,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,pdf:mkt_n1;pass_n1,熱湯で殺菌する.
w_e4b94c58b9499c0e,N1,察する,さっする,헤아리다,keep,察する,さっする,헤아리다,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji-hiragana,kanji-form,,,,,pdf:mkt_n1;pass_n1,胸中を察する
w_2eb465bf2fbf4e1a,N1,察知,さっち,"감지,탐지",keep,察知,さっち,"감지,탐지",,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,pdf:mkt_n1,乗客がホーム・ドアにはさまれると，三種類のセンサーが察知して，自動的にドアが開くようになっている
w_9bbd819821229982,N1,殺到,さっとう,쇄도(세차게몰려듦),keep,殺到,さっとう,쇄도(세차게몰려듦),,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,pdf:mkt_n1,米油は、血中コレストロール分を下げる効果があるということから、客が殺到して品薄になったことがありました。
w_defd9d02b12711f7,N1,殺到する,さっとうする,쇄도하다,keep,殺到する,さっとうする,쇄도하다,,PDF의 활용형·결합 표현을 구성 요소와 읽기까지 수동 확인하여 유지,manually-adjudicated,high,kanji-hiragana,none,non-jmdict-surface,,,,pdf:pass_n1,求職の申し込みが殺到する.
w_862d6a9a85c61cfc,N1,さっぱりする,さっぱりする,"상쾌해지다, 산뜻해지다",keep,さっぱりする,さっぱりする,"상쾌해지다, 산뜻해지다",,PDF의 활용형·결합 표현을 구성 요소와 읽기까지 수동 확인하여 유지,manually-adjudicated,high,hiragana,none,non-jmdict-surface,,,keep-kana,kaggle:robinpourtaud/jlpt-words-by-level,ピーナッツを皮ごと食べると香ばしく、後味もさっぱりする。
w_1ec497ea93ec00bf,N1,殺人,さつじん,살인,keep,殺人,さつじん,살인,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,殺人に対する罪科は重い.
w_5884632f18401631,N1,砂糖,さとう,설탕,keep,砂糖,さとう,설탕,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,pdf:mkt_n1,砂糖の分量が多すぎる.
w_a1d9755cc987ac8b,N1,諭す,さとす,잘 타이르다,keep,諭す,さとす,잘 타이르다,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji-hiragana,kanji-form,,,,,pdf:pass_n1,情理を尽くして説く[諭す].
w_1447f7877cf10ccf,N1,悟る,さとる,깨닫다,keep,悟る,さとる,깨닫다,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji-hiragana,kanji-form,,,,,pdf:mkt_n1,死期·(しご)が近づいたことを悟る.
w_c6a86db3bc0a0cb7,N1,作動,さどう,작동,keep,作動,さどう,작동,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,pdf:pass_n1,センサーが正常に作動しない
w_e99a3d245db86373,N1,最中,さなか,"~의 한가운데, 한가운데",keep,最中,さなか,"~의 한가운데, 한가운데",,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,ただ今、樽詰め作業の真っ最中です
w_0ea8dfdcbc65e1d8,N1,砂漠,さばく,사막,keep,砂漠,さばく,사막,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,pdf:mkt_n1,水を引いて砂漠を灌漑する.
w_55384eab47324e75,N1,様,さま,"모습, 양, ~님",keep,様,さま,"모습, 양, ~님",,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,"ちくしょう,この様は何だ."
w_0a5d3f88f564eabf,N1,寒気,さむけ,"오한, 한기",keep,寒気,さむけ,"오한, 한기",,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,寒気がしんしんと身にしみる.
w_e8d685bc3b564ddd,N1,侍,さむらい,사무라이,keep,侍,さむらい,사무라이,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,侍は切腹して名誉ある死に方を選んだ。
w_4e728fed6daebd41,N1,さも,さも,"정말 그런 듯이, 아주",keep,さも,さも,"정말 그런 듯이, 아주",,이전 가나 표기 전수 검수 유지: ambiguous or no common kanji form,manually-adjudicated,medium,hiragana,reading-form,kana-has-kanji-variant,,,needs-review,kaggle:robinpourtaud/jlpt-words-by-level,この暑さも今が頂上だ
w_5dc3b58a2aca6b55,N1,作用,さよう,작용,keep,作用,さよう,작용,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,副作用を言い立てて拒薬する
w_c7a2b0e5ff4b6e30,N1,爽やかだ,さわやかだ,"상쾌하다, 산뜻하다",keep,爽やかだ,さわやかだ,"상쾌하다, 산뜻하다",,PDF의 활용형·결합 표현을 구성 요소와 읽기까지 수동 확인하여 유지,manually-adjudicated,high,kanji-hiragana,none,non-jmdict-surface,,,manual-context,pdf:pass_n1,木の葉から水分と酸素が発散され、朝の森はしっとりしてさわやかだ。
w_ac646a516b74de04,N1,爽やかな,さわやかな,상쾌한,keep,爽やかな,さわやかな,상쾌한,,PDF의 활용형·결합 표현을 구성 요소와 읽기까지 수동 확인하여 유지,manually-adjudicated,high,kanji-hiragana,none,non-jmdict-surface,,,,pdf:pass_n1,どこからか爽やかな風が吹いてきた
w_2345ae5ca63bb5e4,N1,障る,さわる,"방해가되다,지장이있다",keep,障る,さわる,"방해가되다,지장이있다",,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji-hiragana,kanji-form,,,,,pdf:mkt_n1,君のする事なす事みんながしゃくに障るばかりだ.
w_212c92637f1374c1,N1,酸,さん,산(酸),keep,酸,さん,산(酸),,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,この酵素は，エネルギーを運ぶ物質ＡＴＰ（アデノシン三りん酸）の力を借り，アミノ酸の一種のグリシンなどと反応して，グルタチオンをつくる
w_73b7fb9657f81e3e,N1,山岳,さんがく,산악,keep,山岳,さんがく,산악,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,pdf:mkt_n1,ボケテはパナマ西部の山岳リゾート地として有名だ
w_20d9cf004faafa35,N1,産休,さんきゅう,출산 휴가,keep,産休,さんきゅう,출산 휴가,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,産休を取る
w_832f7650808f7bdf,N1,参議院,さんぎいん,참의원,keep,参議院,さんぎいん,참의원,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,衆議院は参議院とともに国会を構成する
w_3e90b62deae13711,N1,産後,さんご,산후,keep,産後,さんご,산후,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,産後の肥立ちがよい.
w_2a38d4c3a68e3ad8,N1,産出,さんしゅつ,"산출, 생산",keep,産出,さんしゅつ,"산출, 생산",,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,米が産出される.
w_b31cc4e91f31b363,N1,参照,さんしょう,참조,keep,参照,さんしょう,참조,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,次項を参照してください
w_727f7cb99378848b,N1,参上,さんじょう,"방문함, 찾아뵘",keep,参上,さんじょう,"방문함, 찾아뵘",,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level;orthography-backfill,件の用件で参上します
w_a8a244619250a753,N1,桟橋,さんばし,"부두, 선착장",keep,桟橋,さんばし,"부두, 선착장",,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,荷が桟橋にあがる.
w_f026bdd82cabb88c,N1,賛美,さんび,"찬미, 찬양",keep,賛美,さんび,"찬미, 찬양",,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,神を賛美する.
w_a808945e8cf37915,N1,産婦人科,さんふじんか,산부인과,keep,産婦人科,さんふじんか,산부인과,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,スンギュは外科から産婦人科に転科した。
w_cd9db246a8039a5f,N1,産物,さんぶつ,산물,keep,産物,さんぶつ,산물,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,その地の産物として取り立てていうほどの物はない.
w_4a3676bc2cb50d43,N1,山腹,さんぷく,산허리,keep,山腹,さんぷく,산허리,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,ホテルは山腹にある.
w_5177334f7a8f6c84,N1,山脈,さんみゃく,산맥,keep,山脈,さんみゃく,산맥,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,山脈が南北に連なっている.
w_6142833a79c52f63,N1,財,ざい,"재물, 재산",keep,財,ざい,"재물, 재산",,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,ミンジュンも財色を好む平凡な男であった。
w_086bd5a1cc307170,N1,財源,ざいげん,재원,keep,財源,ざいげん,재원,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,財源が不足だ.
w_fd33c4baabec3e0f,N1,在庫,ざいこ,재고,keep,在庫,ざいこ,재고,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,pdf:mkt_n1;pass_n1,在庫が瞬く間に捌けた
w_db1bbe3ae0aaf435,N1,財政,ざいせい,재정,keep,財政,ざいせい,재정,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,わが家の財政が許さない.
w_eff39e751d16aff5,N1,座談会,ざだんかい,좌담회,keep,座談会,ざだんかい,좌담회,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,座談会で司会する.
w_9625674a93542381,N1,雑貨,ざっか,잡화,keep,雑貨,ざっか,잡화,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,床やショーケースの上に，雑貨やＣＤに交じって本が置かれている
w_172fd92e8ecb7d1a,N1,雑踏,ざっとう,혼잡,keep,雑踏,ざっとう,혼잡,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,pdf:mkt_n1;pass_n1,犯人は雑踏に紛れて逃走した.
w_5017e170ab97f095,N1,雑,ざつ,"조잡함, 엉성함",keep,雑,ざつ,"조잡함, 엉성함",,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,雑な仕事はしたくない
w_d46b118371822dca,N1,雑談,ざつだん,잡담,keep,雑談,ざつだん,잡담,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,二人は夕べ見たドラマの話で雑談を並べた。
w_e482bb6df361710b,N1,雑な,ざつな,"거친, 조잡한, 함부로 하는",keep,雑な,ざつな,"거친, 조잡한, 함부로 하는",,PDF의 활용형·결합 표현을 구성 요소와 읽기까지 수동 확인하여 유지,manually-adjudicated,high,kanji-hiragana,none,non-jmdict-surface,,,,pdf:pass_n1,雑な仕事はしたくない
w_d7c3b028ca45cecf,N1,座標,ざひょう,좌표,keep,座標,ざひょう,좌표,,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,…を座標とする.
w_a4c9ae1f7c19ebc6,N1,残金,ざんきん,"잔금, 남은 돈",keep,残金,ざんきん,"잔금, 남은 돈",,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,物を買った後の残金は経理に返納した。
w_e3179dcdcdadcc4d,N1,残酷,ざんこく,"잔혹함, 잔인함",keep,残酷,ざんこく,"잔혹함, 잔인함",,표면형과 읽기가 JMdict 표제어에 정확히 일치,dictionary-verified,none,kanji,kanji-form,,,,,kaggle:robinpourtaud/jlpt-words-by-level,残酷を極める
