id,level,surface,reading_kana,furigana,meaning_en,meaning_ko,part_of_speech,card_type,example_jp,example_ko,example_jp_id,example_jp_author,example_ko_id,example_ko_author,example_license,alt_forms,disambig,source,qa_status,deprecated,tags,data_version,qa_note
w_bb155fd3f44b4abd,N3,クリスマス,クリスマス,クリスマス,Christmas,크리스마스,noun,D,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed""]",1,Korean meaning reviewed/corrected
w_c746f68cc397682a,N3,狂う,くるう,くるう,"to go mad, to get out of order","미치다, 어긋나다",verb,B,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed""]",1,Korean meaning reviewed/corrected
w_9e5e37d7e879c72a,N3,グループ,グループ,グループ,group,"그룹, 집단",noun,D,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_c56e9a474a473deb,N3,苦しい,くるしい,くるしい,tough; physically strenuous,"괴롭다, 힘들다",adjective,B,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed""]",1,Korean meaning reviewed/corrected
w_4c15194a9e0e9e3d,N3,苦しむ,くるしむ,くるしむ,"to suffer, to groan, to be worried","괴로워하다, 고통받다",verb,B,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed""]",1,Korean meaning reviewed/corrected
w_b0a144965aa43a7a,N3,暮れ,くれ,くれ,"year end,",(해)질 무렵; 연말,noun,B,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_a3f3586c67d16706,N3,苦労,くろう,くろう,hardship; suffering,"고생, 수고",noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required; 자동검수 필요: 영어 원문/세부 뉘앙스 확인 필요 (hardship)
w_cd78f0b9b5df65b5,N3,加える,くわえる,くわえる,"to append, to sum up, to add (up)","더하다, 보태다",verb,B,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required; 자동검수 필요: 영어 원문/세부 뉘앙스 확인 필요 (append)
w_ad3291b74df870f2,N3,咥える,くわえる,くわえる,to hold something in the mouth,입에 물다,verb,B,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed""]",1,Korean meaning reviewed/corrected
w_6ed7741bbeb5aae0,N3,詳しい,くわしい,くわしい,detailed; full; accurate,"상세한, 가득 찬, 정확한",adjective,B,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_eb8e0fe8ad252dbe,N3,加わる,くわわる,くわわる,"to join in, to accede to","더해지다, 참가하다",verb,B,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required; 자동검수 필요: 영어 원문/세부 뉘앙스 확인 필요 (accede)
w_30ccaa0f8014c7d4,N3,訓,くん,くん,native Japanese reading of a Chinese character,훈독,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed""]",1,Korean meaning reviewed/corrected
w_8348344251cc1290,N3,軍,ぐん,ぐん,"army, force, troops","군, 군대",noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_6a14f4fb1bf8c167,N3,軍隊,ぐんたい,ぐんたい,"army, troops","군대, 병력",noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_5167ba006eeee157,N3,訓練,くんれん,くんれん,"practice, training",훈련,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_918c3022ec6cc0f1,N3,下,げ,げ,"under, below, beneath",아래,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_0bbd4ebc717405a8,N3,計,けい,けい,"plan; sum, total",합계; 계획,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_1effbe5edde36cfe,N3,敬意,けいい,けいい,"respect, honor","경의, 존경",noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_9426c8c4ac3c1d18,N3,経営,けいえい,けいえい,"management, administration",경영,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_928510070f3d9e33,N3,景気,けいき,けいき,"condition, state, business (condition)",경기(경제 상황),noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_6c93129a6473a8b3,N3,傾向,けいこう,けいこう,"tendency, trend, inclination","경향, 추세",noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_1efbbd0a483ff9d0,N3,警告,けいこく,けいこく,warning,경고,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_c46d52595485b3cf,N3,計算,けいさん,けいさん,"calculation, reckoning",계산,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required; 자동검수 필요: 영어 원문/세부 뉘앙스 확인 필요 (reckoning)
w_9a6ad47cc8401fe2,N3,掲示,けいじ,けいじ,"notice, bulletin",게시,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required; 자동검수 필요: 영어 원문/세부 뉘앙스 확인 필요 (bulletin)
w_3851379190deb541,N3,刑事,けいじ,けいじ,"criminal case, (police) detective","형사 사건, 형사",noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed""]",1,Korean meaning reviewed/corrected
w_8df19d905b86c5af,N3,芸術,げいじゅつ,げいじゅつ,"(fine) art, the arts",예술,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_105e971d9bc80c2e,N3,契約,けいやく,けいやく,"contract, compact, agreement",계약,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,"Korean meaning draft required; 자동검수 필요: 영어 원문/세부 뉘앙스 확인 필요 (contract, compact)"
w_7f712c88f379ba3e,N3,経由,けいゆ,けいゆ,"go by the way, via",경유,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required; 자동검수 필요: 영어 원문/세부 뉘앙스 확인 필요 (via)
w_e55ed4f6c0478c54,N3,ケース,ケース,ケース,case,"경우, 사례",noun,D,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_27f194a34e98e0b0,N3,ゲーム,ゲーム,ゲーム,game,"게임, 경기",noun,D,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_7ff1a0006db154fb,N3,劇,げき,げき,"drama, play","연극, 극",noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_a025d45cb8a51345,N3,劇場,げきじょう,げきじょう,"theater, playhouse",극장,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required; 자동검수 필요: 영어 원문/세부 뉘앙스 확인 필요 (playhouse)
w_59d57b3dac5b0c1e,N3,化粧,けしょう,けしょう,make-up (cosmetic),화장,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed""]",1,Korean meaning reviewed/corrected
w_051e61d56c947f64,N3,けち,けち,けち,"stinginess, miser","인색함, 구두쇠",noun,C,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed""]",1,Korean meaning reviewed/corrected
w_2ba831bce3d7c204,N3,血液,けつえき,けつえき,blood,"피, 혈액",noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_a66084d6c3b6449e,N3,結果,けっか,けっか,"result, consequence",결과,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required; 자동검수 필요: 영어 원문/세부 뉘앙스 확인 필요 (consequence)
w_85638b6e82329490,N3,欠陥,けっかん,けっかん,"defect, fault, deficiency","결함, 잘못",noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required; 자동검수 필요: 영어 원문/세부 뉘앙스 확인 필요 (deficiency)
w_9ec2fa50b449acf5,N3,結局,けっきょく,けっきょく,"after all, eventually",결국,adverb,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required; 자동검수 필요: 영어 원문/세부 뉘앙스 확인 필요 (eventually)
w_065f92ea94a4c7a7,N3,決心,けっしん,けっしん,"determination, resolution",결심,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_48a34178dbe1b9f3,N3,欠席,けっせき,けっせき,"absence, non-attendance",결석,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,human-corrected MT word-salad (Korean meaning draft required)
w_b3db7bcd6d4d7a98,N3,決定,けってい,けってい,"decision, determination","결정, 결심",noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_4cc98de159aa2795,N3,欠点,けってん,けってん,"faults, defect, weakness","결점, 약점",noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_ac1c300ca1ea7f98,N3,結論,けつろん,けつろん,conclusion,결론,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_512c961eb62a41e9,N3,煙,けむり,けむり,"smoke, fumes",연기,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required; 자동검수 필요: 영어 원문/세부 뉘앙스 확인 필요 (fumes)
w_053746c071b630d7,N3,蹴る,ける,ける,to kick,차다,verb,B,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_068aae44916bbad9,N3,券,けん,けん,"ticket, certificate","표, 증명서",noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_b85ac81090221b63,N3,県,けん,けん,prefecture,현,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed""]",1,Korean meaning reviewed/corrected
w_e54ff186509d6479,N3,見解,けんかい,けんかい,"opinion, point of view","의견, 관점",noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_780e915b7046a289,N3,限界,げんかい,げんかい,"limit, bound","한계, 제한",noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required; 자동검수 필요: 영어 원문/세부 뉘앙스 확인 필요 (bound)
w_09d6b72c92cc2716,N3,現金,げんきん,げんきん,cash,현금,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_54e9b269a3c09246,N3,言語,げんご,げんご,language,언어,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_52ae91c84f071e97,N3,健康,けんこう,けんこう,health(y),건강,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_43f2bc988923ec79,N3,検査,けんさ,けんさ,"inspection, examination","검사, 점검",noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_2d1452a31674964a,N3,現在,げんざい,げんざい,"now (same as 今 (いま)), present, current","현재, 지금",noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_0ef746111e04fcd5,N3,現実,げんじつ,げんじつ,reality,현실,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_cbacaace4d289bad,N3,現象,げんしょう,げんしょう,phenomenon,현상,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed""]",1,Korean meaning reviewed/corrected
w_00ff5e63c43c2b0a,N3,現状,げんじょう,げんじょう,"present condition, status quo","현 상태, 현황",noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed""]",1,Korean meaning reviewed/corrected
w_27891636e083856d,N3,建設,けんせつ,けんせつ,"construction, foundation",건설,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_22781f23c126ff28,N3,現代,げんだい,げんだい,"today, present-day",현대,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_3dbe98eed3bf0bae,N3,建築,けんちく,けんちく,"construction, architecture",건축,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required; 자동검수 필요: 영어 원문/세부 뉘앙스 확인 필요 (architecture)
w_098b614a52c7a23b,N3,見当,けんとう,けんとう,"estimate, guess","짐작, 어림",noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required; 자동검수 필요: 영어 원문/세부 뉘앙스 확인 필요 (estimate)
w_32a07362cf383aae,N3,検討,けんとう,けんとう,"consideration, examination, investigation",검토,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_1ab054a0353cda9e,N3,現場,げんば,げんば,"actual spot, scene, field",현장,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_5be7dc801b386a39,N3,憲法,けんぽう,けんぽう,constitution,헌법,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_108e4060326d386d,N3,権利,けんり,けんり,"right, privilege",권리,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_08ce685bcb19f6e1,N3,後,ご,ご,"afterwards, since then","뒤, 나중",noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_2914fdc298c88405,N3,恋,こい,こい,"love, tender passion","사랑, 연애",noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_1684c820ec59f0c3,N3,濃い,こい,こい,"thick (as of color, liquid), dense, strong","짙다, 진하다, 농도가 높다",adjective,B,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed""]",1,Korean meaning reviewed/corrected
w_475ac1bcc1f46ba8,N3,恋人,こいびと,こいびと,lover; sweetheart; girlfriend,"연인, 애인",noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,"Korean meaning draft required; 자동검수 필요: 영어 원문/세부 뉘앙스 확인 필요 (lover, sweetheart)"
w_2176dd41fecf1f3d,N3,幸運,こううん,こううん,"good luck, fortune",행운,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed""]",1,Korean meaning reviewed/corrected
w_f729135a5520c2fe,N3,講演,こうえん,こうえん,"lecture, talk",강연,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_6473369f57172542,N3,効果,こうか,こうか,"effect, result",효과,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_aba65ebe49d8bf77,N3,硬貨,こうか,こうか,coin,동전,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed""]",1,Korean meaning reviewed/corrected
w_40edbeee88c0c947,N3,高価,こうか,こうか,high price,"고가, 값비쌈",adjective,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_d16eddc3944c223d,N3,豪華,ごうか,ごうか,"luxurious, gorgeous, extravagance",호화로움,adjective,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required; 자동검수 필요: 영어 원문/세부 뉘앙스 확인 필요 (luxurious)
w_4ddf115dd9d679b3,N3,合格,ごうかく,ごうかく,"success, passing (e.g., exam)",합격,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_0394d6d5dc4a4946,N3,交換,こうかん,こうかん,"exchange, swap",교환,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_1bd0787c41d1b35b,N3,航空,こうくう,こうくう,"aviation, flying",항공,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed""]",1,Korean meaning reviewed/corrected
w_07e4ad7c90c9f270,N3,光景,こうけい,こうけい,"scene, spectacle","광경, 정경",noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required; 자동검수 필요: 영어 원문/세부 뉘앙스 확인 필요 (spectacle)
w_c3feece6a3a9549c,N3,合計,ごうけい,ごうけい,"sum total, total amount","합계, 총계",noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_f3aa32d04d2ef7df,N3,攻撃,こうげき,こうげき,"attack, strike, offensive",공격,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required; 자동검수 필요: 영어 원문/세부 뉘앙스 확인 필요 (offensive)
w_0fa622d6d0b24047,N3,貢献,こうけん,こうけん,"contribution, services","공헌, 기여",noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_7b4b7d9964deb0b8,N3,広告,こうこく,こうこく,advertisement,광고,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_e827f2cbbdfecbdf,N3,交際,こうさい,こうさい,"friendship, association, acquaintance",교제,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_1ed87047896022bb,N3,後者,こうしゃ,こうしゃ,the latter,후자,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed""]",1,Korean meaning reviewed/corrected
w_e79c8ba878e30a15,N3,工場,こうば,こうば,"factory, plant",공장,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_eb16b05f0fdc7144,N3,構成,こうせい,こうせい,"organization, composition",구성,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_bd700acc193e173f,N3,高速,こうそく,こうそく,"high speed, high gear",고속,adjective,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_bda3b2be9b73fd9f,N3,行動,こうどう,こうどう,"action, conduct, behavior",행동,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_70249e2ee07af709,N3,強盗,ごうとう,ごうとう,"robbery, burglary",강도,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required; 자동검수 필요: 영어 원문/세부 뉘앙스 확인 필요 (burglary)
w_beac7266d0d7a7f9,N3,後輩,こうはい,こうはい,junior members of a group,후배,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed""]",1,Korean meaning reviewed/corrected
w_1af9fce09c9a5387,N3,幸福,こうふく,こうふく,"happiness, blessedness",행복,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required; 자동검수 필요: 영어 원문/세부 뉘앙스 확인 필요 (blessedness)
w_32843a7515d283bd,N3,公平,こうへい,こうへい,"fairness, impartial, justice","공평함, 공정함",noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required; 자동검수 필요: 영어 원문/세부 뉘앙스 확인 필요 (impartial)
w_f0a22d478702efdc,N3,候補,こうほ,こうほ,candidacy,후보,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed""]",1,Korean meaning reviewed/corrected
w_9830c634cae12090,N3,考慮,こうりょ,こうりょ,"consideration, taking into account",고려,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_a607d0d4b4d7b1a2,N3,越える,こえる,こえる,"to exceed, to cross over, to cross","넘다, 넘어서다",verb,B,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_bd2507b9f1f1be15,N3,超える,こえる,こえる,"to exceed, to cross over, to cross","넘다, 넘어서다",verb,B,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_9a227b930a63af01,N3,コーチ,コーチ,コーチ,coach,코치,noun,D,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed""]",1,Korean meaning reviewed/corrected
w_d5f8141da5f9b6f9,N3,コード,コード,コード,code; cord; chord,"코드, 규약",noun,D,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,"Korean meaning draft required; 자동검수 필요: 영어 원문/세부 뉘앙스 확인 필요 (cord, chord)"
w_1d28786c934401fb,N3,氷,こおり,こおり,"ice, hail","얼음, 우박",noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_5f26706bc397cbd9,N3,凍る,こおる,こおる,"to freeze, to be frozen over, to congeal","얼다, 응고하다",verb,B,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed""]",1,Korean meaning reviewed/corrected
w_fec5985f6767757f,N3,ゴール,ゴール,ゴール,goal,목표,noun,D,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_a65eb34df06581f5,N3,誤解,ごかい,ごかい,misunderstanding,오해,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_1bd286204cc5a209,N3,語学,ごがく,ごがく,language study,언어 공부하다,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_8d6bf3b328f7ed9d,N3,呼吸,こきゅう,こきゅう,"breath, respiration",숨,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required; 자동검수 필요: 영어 원문/세부 뉘앙스 확인 필요 (respiration)
w_c85ec6d656e08145,N3,故郷,こきょう,こきょう,hometown,고향,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed""]",1,Korean meaning reviewed/corrected
w_786135f68d952414,N3,極,ごく,ごく,"quite, very","꽤, 상당히, 매우",adverb,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_a60660cfd2ee094a,N3,国語,こくご,こくご,national language,국어,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_2f7be60f47f4f39e,N3,国籍,こくせき,こくせき,nationality,국적,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_6f524b03a4b9e59f,N3,黒板,こくばん,こくばん,blackboard,칠판,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""ko-reviewed""]",1,Korean meaning reviewed/corrected
w_db4fca2913e14855,N3,克服,こくふく,こくふく,"conquest, overcome","정복, 극복하다",noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_648c48751f471607,N3,国民,こくみん,こくみん,"national, people, citizen",국민,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,Korean meaning draft required
w_072c5d273c18919e,N3,穀物,こくもつ,こくもつ,"grain, cereal, corn",곡물,noun,A,,,,,,,,,,kaggle:robinpourtaud/jlpt-words-by-level,verified,0,"[""draft-ko-missing""]",1,"Korean meaning draft required; 자동검수 필요: 영어 원문/세부 뉘앙스 확인 필요 (cereal, corn)"
